Time,Usage in MHz for R03,Usage for R03,
2021-04-13T00:00:00.000Z,20649,11,47
2021-04-14T00:00:00.000Z,20014,11,11
2021-04-15T00:00:00.000Z,20821,11,56
2021-04-16T00:00:00.000Z,20822,11,56
2021-04-17T00:00:00.000Z,17324,9,62
2021-04-18T00:00:00.000Z,16559,9,19
2021-04-19T00:00:00.000Z,19049,10,58
2021-04-20T00:00:00.000Z,19477,10,82
2021-04-21T00:00:00.000Z,20852,11,58
2021-04-22T00:00:00.000Z,20951,11,63
2021-04-23T00:00:00.000Z,24438,13,57
2021-04-24T00:00:00.000Z,19305,10,72
2021-04-25T00:00:00.000Z,19214,10,67
2021-04-26T00:00:00.000Z,20436,11,35
2021-04-27T00:00:00.000Z,21970,12,2
2021-04-28T00:00:00.000Z,18293,10,16
2021-04-29T00:00:00.000Z,20255,11,25
2021-04-30T00:00:00.000Z,20773,11,54
2021-05-01T00:00:00.000Z,24759,13,75
2021-05-02T00:00:00.000Z,23833,13,24
2021-05-03T00:00:00.000Z,26644,14,8
2021-05-04T00:00:00.000Z,23458,13,3
2021-05-05T00:00:00.000Z,20514,11,39
2021-05-06T00:00:00.000Z,19644,10,91
2021-05-07T00:00:00.000Z,21782,12,1
2021-05-08T00:00:00.000Z,17860,9,92
2021-05-09T00:00:00.000Z,10561,5,86
2021-05-10T00:00:00.000Z,12947,7,19
2021-05-11T00:00:00.000Z,21725,12,6
2021-05-12T00:00:00.000Z,19103,10,61
2021-05-13T00:00:00.000Z,20802,11,55
2021-05-14T00:00:00.000Z,19227,10,68
2021-05-15T00:00:00.000Z,18770,10,42
2021-05-16T00:00:00.000Z,19328,10,73
2021-05-17T00:00:00.000Z,24633,13,68
2021-05-18T00:00:00.000Z,19311,10,72
2021-05-19T00:00:00.000Z,19918,11,6
2021-05-20T00:00:00.000Z,19323,10,73
2021-05-21T00:00:00.000Z,19773,10,98
2021-05-22T00:00:00.000Z,18213,10,11
2021-05-23T00:00:00.000Z,16365,9,9
2021-05-24T00:00:00.000Z,19573,10,87
2021-05-25T00:00:00.000Z,19534,10,85
2021-05-26T00:00:00.000Z,19924,11,6
2021-05-27T00:00:00.000Z,19359,10,75
2021-05-28T00:00:00.000Z,19442,10,8
2021-05-29T00:00:00.000Z,11187,6,21
2021-05-30T00:00:00.000Z,20004,11,11
2021-05-31T00:00:00.000Z,21194,11,77
2021-06-01T00:00:00.000Z,21803,12,11
2021-06-02T00:00:00.000Z,21359,11,86
2021-06-03T00:00:00.000Z,19503,10,83
2021-06-04T00:00:00.000Z,20478,11,37
2021-06-05T00:00:00.000Z,18666,10,37
2021-06-06T00:00:00.000Z,18680,10,37
2021-06-07T00:00:00.000Z,20960,11,64
2021-06-08T00:00:00.000Z,20890,11,6
2021-06-09T00:00:00.000Z,20733,11,51
2021-06-10T00:00:00.000Z,21027,11,68
2021-06-11T00:00:00.000Z,23058,12,81
2021-06-12T00:00:00.000Z,20687,11,49
2021-06-13T00:00:00.000Z,20554,11,41
2021-06-14T00:00:00.000Z,22493,12,49
2021-06-15T00:00:00.000Z,21824,12,12
2021-06-16T00:00:00.000Z,23646,13,13
2021-06-17T00:00:00.000Z,23274,12,93
2021-06-18T00:00:00.000Z,23042,12,8
2021-06-19T00:00:00.000Z,18262,10,14
2021-06-20T00:00:00.000Z,21026,11,68
2021-06-21T00:00:00.000Z,23675,13,15
2021-06-22T00:00:00.000Z,22798,12,66
2021-06-23T00:00:00.000Z,22409,12,44
2021-06-24T00:00:00.000Z,22718,12,62
2021-06-25T00:00:00.000Z,22557,12,53
2021-06-26T00:00:00.000Z,21382,11,87
2021-06-27T00:00:00.000Z,22324,12,4
2021-06-28T00:00:00.000Z,23901,13,27
2021-06-29T00:00:00.000Z,25343,14,7
2021-06-30T00:00:00.000Z,24898,13,83
2021-07-01T00:00:00.000Z,25996,14,44
2021-07-02T00:00:00.000Z,23321,12,95
2021-07-03T00:00:00.000Z,21533,11,96
2021-07-04T00:00:00.000Z,21637,12,2
2021-07-05T00:00:00.000Z,22781,12,65
2021-07-06T00:00:00.000Z,22369,12,42
2021-07-07T00:00:00.000Z,24353,13,52
2021-07-08T00:00:00.000Z,24125,13,4
2021-07-09T00:00:00.000Z,24017,13,34
2021-07-10T00:00:00.000Z,20826,11,57
2021-07-11T00:00:00.000Z,20479,11,37
2021-07-12T00:00:00.000Z,22942,12,74
2021-07-13T00:00:00.000Z,23690,13,16
2021-07-14T00:00:00.000Z,22881,12,71
2021-07-15T00:00:00.000Z,22594,12,55
2021-07-16T00:00:00.000Z,22672,12,59
2021-07-17T00:00:00.000Z,20432,11,35
2021-07-18T00:00:00.000Z,21068,11,7
2021-07-19T00:00:00.000Z,22831,12,68
2021-07-20T00:00:00.000Z,22945,12,74
2021-07-21T00:00:00.000Z,21761,12,8
2021-07-22T00:00:00.000Z,21468,11,92
2021-07-23T00:00:00.000Z,21677,12,4
2021-07-24T00:00:00.000Z,17552,9,75
2021-07-25T00:00:00.000Z,22913,12,72
2021-07-26T00:00:00.000Z,23110,12,83
2021-07-27T00:00:00.000Z,21852,12,14
2021-07-28T00:00:00.000Z,20881,11,6
2021-07-29T00:00:00.000Z,21349,11,86
2021-07-30T00:00:00.000Z,21281,11,82
2021-07-31T00:00:00.000Z,19688,10,93
2021-08-01T00:00:00.000Z,19450,10,8
2021-08-02T00:00:00.000Z,23734,13,18
2021-08-03T00:00:00.000Z,21500,11,94
2021-08-04T00:00:00.000Z,21008,11,67
2021-08-05T00:00:00.000Z,21517,11,95
2021-08-06T00:00:00.000Z,22366,12,42
2021-08-07T00:00:00.000Z,19289,10,71
2021-08-08T00:00:00.000Z,20357,11,3
2021-08-09T00:00:00.000Z,21771,12,9
2021-08-10T00:00:00.000Z,21595,11,99
2021-08-11T00:00:00.000Z,20932,11,62
2021-08-12T00:00:00.000Z,21082,11,71
2021-08-13T00:00:00.000Z,20800,11,55
2021-08-14T00:00:00.000Z,20510,11,39
2021-08-15T00:00:00.000Z,20176,11,2
2021-08-16T00:00:00.000Z,21844,12,13
2021-08-17T00:00:00.000Z,22919,12,73
2021-08-18T00:00:00.000Z,21697,12,5
2021-08-19T00:00:00.000Z,22426,12,45
2021-08-20T00:00:00.000Z,22037,12,24
2021-08-21T00:00:00.000Z,21680,12,4
2021-08-22T00:00:00.000Z,21420,11,9
2021-08-23T00:00:00.000Z,22748,12,63
2021-08-24T00:00:00.000Z,23782,13,21
2021-08-25T00:00:00.000Z,23921,13,28
2021-08-26T00:00:00.000Z,23535,13,7
2021-08-27T00:00:00.000Z,24166,13,42
2021-08-28T00:00:00.000Z,22408,12,44
2021-08-29T00:00:00.000Z,23576,13,9
2021-08-30T00:00:00.000Z,25090,13,93
2021-08-31T00:00:00.000Z,26109,14,5
2021-09-01T00:00:00.000Z,26327,14,62
2021-09-02T00:00:00.000Z,26102,14,5
2021-09-03T00:00:00.000Z,26146,14,52
2021-09-04T00:00:00.000Z,22926,12,73
2021-09-05T00:00:00.000Z,23323,12,95
2021-09-06T00:00:00.000Z,25211,14,
2021-09-07T00:00:00.000Z,25262,14,3
2021-09-08T00:00:00.000Z,25495,14,16
2021-09-09T00:00:00.000Z,24991,13,88
2021-09-10T00:00:00.000Z,24343,13,52
2021-09-11T00:00:00.000Z,23517,13,6
2021-09-12T00:00:00.000Z,23235,12,9
2021-09-13T00:00:00.000Z,26127,14,51
2021-09-14T00:00:00.000Z,26178,14,54
2021-09-15T00:00:00.000Z,24743,13,74
2021-09-16T00:00:00.000Z,24218,13,45
2021-09-17T00:00:00.000Z,23898,13,27
2021-09-18T00:00:00.000Z,23909,13,28
2021-09-19T00:00:00.000Z,23625,13,12
2021-09-20T00:00:00.000Z,24984,13,88
2021-09-21T00:00:00.000Z,23717,13,17
2021-09-22T00:00:00.000Z,23677,13,15
2021-09-23T00:00:00.000Z,25449,14,13
2021-09-24T00:00:00.000Z,26351,14,63
2021-09-25T00:00:00.000Z,24741,13,74
2021-09-26T00:00:00.000Z,25052,13,91
2021-09-27T00:00:00.000Z,29210,16,22
2021-09-28T00:00:00.000Z,27675,15,37
2021-09-29T00:00:00.000Z,28220,15,67
2021-09-30T00:00:00.000Z,27808,15,44
2021-10-01T00:00:00.000Z,27693,15,38
2021-10-02T00:00:00.000Z,25471,14,15
2021-10-03T00:00:00.000Z,23962,13,31
2021-10-04T00:00:00.000Z,27602,15,33
2021-10-05T00:00:00.000Z,27710,15,39
2021-10-06T00:00:00.000Z,24573,13,65
2021-10-07T00:00:00.000Z,25988,14,43
2021-10-08T00:00:00.000Z,28246,15,69
2021-10-09T00:00:00.000Z,25733,14,29
2021-10-10T00:00:00.000Z,26487,14,71
2021-10-11T00:00:00.000Z,29065,16,14
2021-10-12T00:00:00.000Z,27763,15,42
2021-10-13T00:00:00.000Z,28200,15,66
2021-10-14T00:00:00.000Z,25965,14,42
2021-10-15T00:00:00.000Z,26930,14,96
2021-10-16T00:00:00.000Z,22852,12,69
2021-10-17T00:00:00.000Z,24920,13,84
2021-10-18T00:00:00.000Z,26404,14,66
2021-10-19T00:00:00.000Z,25896,14,38
2021-10-20T00:00:00.000Z,27640,15,35
2021-10-21T00:00:00.000Z,30308,16,83
2021-10-22T00:00:00.000Z,30148,16,74
2021-10-23T00:00:00.000Z,26100,14,5
2021-10-24T00:00:00.000Z,27889,15,49
2021-10-25T00:00:00.000Z,30961,17,2
2021-10-26T00:00:00.000Z,31232,17,35
2021-10-27T00:00:00.000Z,31975,17,76
2021-10-28T00:00:00.000Z,31820,17,67
2021-10-29T00:00:00.000Z,32625,18,12
2021-10-30T00:00:00.000Z,27728,15,4
2021-10-31T00:00:00.000Z,28263,15,7
2021-11-01T00:00:00.000Z,27314,15,17
2021-11-02T00:00:00.000Z,33354,18,53
2021-11-03T00:00:00.000Z,33337,18,52
2021-11-04T00:00:00.000Z,32838,18,24
2021-11-05T00:00:00.000Z,31733,17,62
2021-11-06T00:00:00.000Z,24808,13,78
2021-11-07T00:00:00.000Z,24283,13,49
2021-11-08T00:00:00.000Z,29710,16,5
2021-11-09T00:00:00.000Z,31783,17,65
2021-11-10T00:00:00.000Z,30656,17,3
2021-11-11T00:00:00.000Z,28620,15,9
2021-11-12T00:00:00.000Z,27199,15,11
2021-11-13T00:00:00.000Z,24789,13,77
2021-11-14T00:00:00.000Z,26692,14,82
2021-11-15T00:00:00.000Z,32514,18,6
2021-11-16T00:00:00.000Z,28198,15,66
2021-11-17T00:00:00.000Z,29122,16,17
2021-11-18T00:00:00.000Z,30655,17,3
2021-11-19T00:00:00.000Z,33969,18,87
2021-11-20T00:00:00.000Z,28650,15,91
2021-11-21T00:00:00.000Z,26999,14,99
2021-11-22T00:00:00.000Z,28925,16,6
2021-11-23T00:00:00.000Z,31858,17,69
2021-11-24T00:00:00.000Z,31490,17,49
2021-11-25T00:00:00.000Z,31245,17,35
2021-11-26T00:00:00.000Z,32743,18,19
2021-11-27T00:00:00.000Z,28439,15,79
2021-11-28T00:00:00.000Z,27375,15,2
2021-11-29T00:00:00.000Z,29196,16,22
2021-11-30T00:00:00.000Z,29501,16,38
2021-12-01T00:00:00.000Z,31551,17,52
2021-12-02T00:00:00.000Z,32718,18,17
2021-12-03T00:00:00.000Z,30285,16,82
2021-12-04T00:00:00.000Z,26700,14,83
2021-12-05T00:00:00.000Z,26291,14,6
2021-12-06T00:00:00.000Z,32657,18,14
2021-12-07T00:00:00.000Z,31909,17,72
2021-12-08T00:00:00.000Z,34757,19,3
2021-12-09T00:00:00.000Z,31061,17,25
2021-12-10T00:00:00.000Z,31446,17,47
2021-12-11T00:00:00.000Z,27835,15,46
2021-12-12T00:00:00.000Z,25468,14,14
2021-12-13T00:00:00.000Z,29590,16,43
2021-12-14T00:00:00.000Z,30092,16,71
2021-12-15T00:00:00.000Z,30707,17,5
2021-12-16T00:00:00.000Z,29382,16,32
2021-12-17T00:00:00.000Z,32777,18,2
2021-12-18T00:00:00.000Z,28558,15,86
2021-12-19T00:00:00.000Z,27383,15,21
2021-12-20T00:00:00.000Z,34618,19,23
2021-12-21T00:00:00.000Z,32862,18,25
2021-12-22T00:00:00.000Z,32971,18,31
2021-12-23T00:00:00.000Z,33034,18,35
2021-12-24T00:00:00.000Z,25807,14,33
2021-12-25T00:00:00.000Z,24957,13,86
2021-12-26T00:00:00.000Z,25768,14,31
2021-12-27T00:00:00.000Z,29771,16,53
2021-12-28T00:00:00.000Z,28575,15,87
2021-12-29T00:00:00.000Z,29784,16,54
2021-12-30T00:00:00.000Z,30507,16,94
2021-12-31T00:00:00.000Z,27493,15,27
2022-01-01T00:00:00.000Z,25289,14,4
2022-01-02T00:00:00.000Z,29360,16,31
2022-01-03T00:00:00.000Z,35542,19,74
2022-01-04T00:00:00.000Z,34378,19,9
2022-01-05T00:00:00.000Z,34801,19,33
2022-01-06T00:00:00.000Z,30724,17,6
2022-01-07T00:00:00.000Z,31879,17,71
2022-01-08T00:00:00.000Z,32037,17,79
2022-01-09T00:00:00.000Z,29836,16,57
2022-01-10T00:00:00.000Z,35015,19,45
2022-01-11T00:00:00.000Z,35386,19,65
2022-01-12T00:00:00.000Z,34225,19,1
2022-01-13T00:00:00.000Z,33569,18,64
2022-01-14T00:00:00.000Z,32278,17,93
2022-01-15T00:00:00.000Z,28112,15,61
2022-01-16T00:00:00.000Z,29742,16,52
2022-01-17T00:00:00.000Z,33338,18,52
2022-01-18T00:00:00.000Z,32023,17,79
2022-01-19T00:00:00.000Z,33149,18,41
2022-01-20T00:00:00.000Z,32902,18,27
2022-01-21T00:00:00.000Z,35238,19,57
2022-01-22T00:00:00.000Z,23768,13,2
2022-01-23T00:00:00.000Z,23821,13,23
2022-01-24T00:00:00.000Z,32418,18,1
2022-01-25T00:00:00.000Z,34089,18,93
2022-01-26T00:00:00.000Z,35183,19,54
2022-01-27T00:00:00.000Z,34112,18,95
2022-01-28T00:00:00.000Z,33252,18,47
2022-01-29T00:00:00.000Z,29239,16,24
2022-01-30T00:00:00.000Z,32028,17,79
2022-01-31T00:00:00.000Z,34994,19,44
2022-02-01T00:00:00.000Z,35548,19,74
2022-02-02T00:00:00.000Z,32852,18,25
2022-02-03T00:00:00.000Z,37541,20,85
2022-02-04T00:00:00.000Z,33393,18,55
2022-02-05T00:00:00.000Z,28947,16,8
2022-02-06T00:00:00.000Z,29784,16,54
2022-02-07T00:00:00.000Z,34975,19,43
2022-02-08T00:00:00.000Z,35419,19,67
2022-02-09T00:00:00.000Z,40180,22,32
2022-02-10T00:00:00.000Z,38926,21,62
2022-02-11T00:00:00.000Z,42207,23,44
2022-02-12T00:00:00.000Z,35748,19,86
2022-02-13T00:00:00.000Z,32024,17,79
2022-02-14T00:00:00.000Z,37375,20,76
2022-02-15T00:00:00.000Z,30448,16,91
2022-02-16T00:00:00.000Z,30232,16,79
2022-02-17T00:00:00.000Z,33764,18,75
2022-02-18T00:00:00.000Z,35935,19,96
2022-02-19T00:00:00.000Z,25352,14,8
2022-02-20T00:00:00.000Z,23812,13,22
2022-02-21T00:00:00.000Z,29239,16,24
2022-02-22T00:00:00.000Z,32590,18,1
2022-02-23T00:00:00.000Z,32779,18,21
2022-02-24T00:00:00.000Z,30648,17,2
2022-02-25T00:00:00.000Z,32178,17,87
2022-02-26T00:00:00.000Z,27931,15,51
2022-02-27T00:00:00.000Z,26734,14,85
2022-02-28T00:00:00.000Z,32046,17,8
2022-03-01T00:00:00.000Z,30635,17,1
2022-03-02T00:00:00.000Z,29994,16,66
2022-03-03T00:00:00.000Z,29731,16,51
2022-03-04T00:00:00.000Z,31812,17,67
2022-03-05T00:00:00.000Z,27243,15,13
2022-03-06T00:00:00.000Z,26348,14,63
2022-03-07T00:00:00.000Z,32388,17,99
2022-03-08T00:00:00.000Z,33035,18,35
2022-03-09T00:00:00.000Z,32795,18,21
2022-03-10T00:00:00.000Z,34002,18,89
2022-03-11T00:00:00.000Z,32330,17,96
2022-03-12T00:00:00.000Z,28693,15,94
2022-03-13T00:00:00.000Z,26957,14,97
2022-03-14T00:00:00.000Z,33423,18,56
2022-03-15T00:00:00.000Z,32735,18,18
2022-03-16T00:00:00.000Z,31724,17,62
2022-03-17T00:00:00.000Z,33296,18,49
2022-03-18T00:00:00.000Z,32972,18,31
2022-03-19T00:00:00.000Z,26924,14,95
2022-03-20T00:00:00.000Z,27255,15,14
2022-03-21T00:00:00.000Z,32754,18,19
2022-03-22T00:00:00.000Z,31735,17,63
2022-03-23T00:00:00.000Z,32388,17,99
2022-03-24T00:00:00.000Z,32296,17,94
2022-03-25T00:00:00.000Z,29499,16,38
2022-03-26T00:00:00.000Z,22997,12,77
2022-03-27T00:00:00.000Z,23360,12,97
2022-03-28T00:00:00.000Z,29130,16,18
2022-03-29T00:00:00.000Z,29360,16,31
2022-03-30T00:00:00.000Z,38277,21,26
2022-03-31T00:00:00.000Z,34178,18,98
2022-04-01T00:00:00.000Z,37133,20,62
2022-04-02T00:00:00.000Z,27513,15,28
2022-04-03T00:00:00.000Z,28072,15,59
2022-04-04T00:00:00.000Z,34146,18,97
2022-04-05T00:00:00.000Z,33364,18,53
2022-04-06T00:00:00.000Z,37474,20,81
2022-04-07T00:00:00.000Z,37534,20,85
2022-04-08T00:00:00.000Z,36745,20,41
2022-04-09T00:00:00.000Z,30126,16,73
2022-04-10T00:00:00.000Z,30683,17,4
2022-04-11T00:00:00.000Z,39245,21,8
2022-04-12T00:00:00.000Z,,,
