Time,Data receive rate for R04_n1,Data receive rate for R04_n1 v0,Data receive rate for R04_n1 v1,Data receive rate for R04_n1 v2,Data receive rate for R04_n1 v3,Data receive rate for R04_n1 v4,Data receive rate for R04_n1 v5,Data transmit rate for R04_n1,Data transmit rate for R04_n1 v0,Data transmit rate for R04_n1 v1,Data transmit rate for R04_n1 v2,Data transmit rate for R04_n1 v3,Data transmit rate for R04_n1 v4,Data transmit rate for R04_n1 v5,Usage for R04_n1,Usage for R04_n1 v0,Usage for R04_n1 v1,Usage for R04_n1 v2,Usage for R04_n1 v3,Usage for R04_n1 v4,Usage for R04_n1 v5
2022-03-14T10:00:00.000Z,6198,2582,1774,1809,0,28,1,1565,902,619,0,0,35,7,7764,3485,2394,1809,0,64,9
2022-03-14T12:00:00.000Z,5734,2235,1947,1518,0,29,1,1620,896,678,0,0,38,7,7355,3132,2625,1518,0,67,9
2022-03-14T14:00:00.000Z,3543,1265,1494,752,0,28,1,1189,570,575,0,0,35,7,4733,1836,2069,752,0,64,9
2022-03-14T16:00:00.000Z,2105,851,702,520,0,27,1,995,406,546,0,0,35,7,3100,1258,1248,520,0,62,9
2022-03-14T18:00:00.000Z,1800,709,628,433,0,26,1,924,361,520,0,0,34,7,2725,1070,1149,433,0,61,9
2022-03-14T20:00:00.000Z,1458,684,242,328,0,28,173,924,351,529,0,0,35,7,2382,1036,772,328,0,63,181
2022-03-14T22:00:00.000Z,1219,321,545,95,0,36,219,1281,644,584,0,0,45,7,2501,966,1129,95,0,81,226
2022-03-15T00:00:00.000Z,535,191,266,45,0,29,1,632,144,444,0,0,35,7,1168,336,710,45,0,65,9
2022-03-15T02:00:00.000Z,2143,742,1327,42,0,27,1,1675,587,1044,0,0,35,7,3819,1331,2372,42,0,62,9
2022-03-15T04:00:00.000Z,1066,213,737,85,0,27,1,583,140,400,0,0,35,7,1649,353,1137,85,0,63,9
2022-03-15T06:00:00.000Z,4457,1638,1740,1047,0,28,1,1207,573,591,0,0,35,7,5665,2212,2332,1047,0,63,9
2022-03-15T08:00:00.000Z,5767,2752,1441,1542,0,28,1,1970,1194,733,0,0,35,7,7738,3946,2175,1542,0,63,9
2022-03-15T10:00:00.000Z,5707,3191,489,1995,0,28,1,1865,1241,581,0,0,35,7,7574,4432,1071,1995,0,64,9
2022-03-15T12:00:00.000Z,4630,2538,560,1500,0,28,1,2050,1300,707,0,0,35,7,6681,3839,1267,1500,0,64,9
2022-03-15T14:00:00.000Z,3224,1817,749,625,0,28,1,1858,1233,582,0,0,35,7,5083,3051,1332,625,0,63,9
2022-03-15T16:00:00.000Z,1691,867,519,272,0,28,1,1251,645,562,0,0,35,7,2942,1513,1082,272,0,64,9
2022-03-15T18:00:00.000Z,1872,712,665,462,0,28,1,1056,283,730,0,0,35,7,2930,997,1396,462,0,63,9
2022-03-15T20:00:00.000Z,1837,514,1051,171,0,27,71,797,290,463,0,0,35,7,2634,805,1514,171,0,62,79
2022-03-15T22:00:00.000Z,1645,257,1051,92,0,36,206,1170,563,552,0,0,45,7,2815,822,1603,92,0,82,214
2022-03-16T00:00:00.000Z,1460,148,1011,43,0,30,226,643,100,498,0,0,37,7,2104,249,1509,43,0,68,233
2022-03-16T02:00:00.000Z,1480,755,651,41,0,28,1,1695,621,1031,0,0,35,7,3176,1377,1682,41,0,65,9
2022-03-16T04:00:00.000Z,664,190,359,82,0,28,1,539,102,393,0,0,35,7,1203,293,753,82,0,63,9
2022-03-16T06:00:00.000Z,3510,1208,1468,801,0,28,1,973,381,548,0,0,35,7,4483,1590,2017,801,0,63,9
2022-03-16T08:00:00.000Z,5241,2130,1660,1419,0,28,1,1411,706,661,0,0,35,7,6653,2837,2321,1419,0,63,9
2022-03-16T10:00:00.000Z,5788,3064,1141,1550,0,28,1,2107,1453,611,0,0,35,7,7896,4517,1752,1550,0,64,9
2022-03-16T12:00:00.000Z,5518,2513,1593,1383,0,25,1,1727,1077,606,0,0,35,7,7246,3591,2199,1383,0,60,9
2022-03-16T14:00:00.000Z,3049,2004,388,625,0,28,1,1908,1273,592,0,0,35,7,4958,3278,980,625,0,63,9
2022-03-16T16:00:00.000Z,1522,776,444,270,0,27,1,1132,491,598,0,0,34,7,2654,1268,1042,270,0,63,9
2022-03-16T18:00:00.000Z,1730,501,969,228,0,27,1,874,285,545,0,0,35,7,2604,787,1514,228,0,62,9
2022-03-16T20:00:00.000Z,2320,536,1547,171,0,27,36,813,282,488,0,0,34,7,3134,819,2035,171,0,63,43
2022-03-16T22:00:00.000Z,2302,258,1723,84,0,38,196,885,307,521,0,0,47,7,3188,566,2245,84,0,86,203
2022-03-17T00:00:00.000Z,1544,152,1078,50,0,28,234,792,293,455,0,0,35,7,2337,446,1534,50,0,63,241
2022-03-17T02:00:00.000Z,1624,655,900,37,0,28,1,1594,519,1032,0,0,35,7,3219,1175,1932,37,0,63,9
2022-03-17T04:00:00.000Z,978,269,586,92,0,28,1,591,151,396,0,0,35,7,1570,421,983,92,0,64,9
2022-03-17T06:00:00.000Z,2587,1226,593,737,0,28,1,1096,408,644,0,0,34,7,3684,1634,1237,737,0,63,9
2022-03-17T08:00:00.000Z,6392,2099,2796,1465,0,28,1,1291,612,635,0,0,35,7,7684,2712,3432,1465,0,64,9
2022-03-17T10:00:00.000Z,4605,2242,878,1454,0,28,1,1358,693,622,0,0,35,7,5964,2936,1500,1454,0,63,9
2022-03-17T12:00:00.000Z,6874,3001,2464,1376,0,28,1,1858,1035,779,0,0,35,7,8733,4037,3245,1376,0,64,9
2022-03-17T14:00:00.000Z,3538,1260,1636,610,0,28,1,1094,474,575,0,0,35,7,4632,1735,2213,610,0,63,9
2022-03-17T16:00:00.000Z,1216,501,438,245,0,28,1,734,234,456,0,0,35,7,1950,736,894,245,0,63,9
2022-03-17T18:00:00.000Z,1168,458,477,201,0,28,1,850,295,511,0,0,35,7,2018,754,989,201,0,63,9
2022-03-17T20:00:00.000Z,1094,507,300,160,0,27,97,784,238,502,0,0,34,7,1879,746,803,160,0,63,105
2022-03-17T22:00:00.000Z,2481,339,1685,87,0,37,329,1428,678,696,0,0,46,7,3910,1018,2382,87,0,84,337
2022-03-18T00:00:00.000Z,2677,350,2248,44,0,30,1,985,540,400,0,0,36,7,3662,891,2648,44,0,67,9
2022-03-18T02:00:00.000Z,3930,838,3021,38,0,29,1,1957,861,1052,0,0,36,7,5888,1699,4074,38,0,65,9
2022-03-18T04:00:00.000Z,1101,271,714,83,0,29,1,689,219,426,0,0,35,7,1791,490,1141,83,0,65,9
2022-03-18T06:00:00.000Z,2598,1156,673,736,0,28,1,935,371,520,0,0,35,7,3534,1528,1194,736,0,63,9
2022-03-18T08:00:00.000Z,4812,2100,1188,1494,0,26,1,1305,611,650,0,0,35,7,6118,2712,1838,1494,0,62,9
2022-03-18T10:00:00.000Z,5719,2565,1314,1808,0,27,1,1402,711,647,0,0,35,7,7122,3277,1962,1808,0,62,9
2022-03-18T12:00:00.000Z,3738,1985,436,1284,0,30,1,1161,564,553,0,0,35,7,4900,2550,989,1284,0,65,9
2022-03-18T14:00:00.000Z,16847,914,15424,476,0,28,1,1047,345,659,0,0,35,7,17894,1259,16084,476,0,63,9
2022-03-18T16:00:00.000Z,1517,625,456,404,0,28,1,765,196,525,0,0,35,7,2283,821,982,404,0,63,9
2022-03-18T18:00:00.000Z,1057,310,580,135,0,28,1,732,161,528,0,0,34,7,1790,472,1109,135,0,63,9
2022-03-18T20:00:00.000Z,1386,370,806,100,0,28,79,656,169,444,0,0,35,7,2043,539,1251,100,0,63,87
2022-03-18T22:00:00.000Z,1900,225,1278,61,0,30,303,821,258,516,0,0,39,7,2722,484,1794,61,0,69,311
2022-03-19T00:00:00.000Z,1800,138,1590,41,0,28,1,775,310,421,0,0,35,7,2576,449,2011,41,0,63,9
2022-03-19T02:00:00.000Z,20004,639,19282,50,0,27,1,1710,480,1186,0,0,34,7,21714,1120,20469,50,0,63,9
2022-03-19T04:00:00.000Z,3887,156,3642,58,0,28,1,673,93,536,0,0,35,7,4562,251,4179,58,0,63,9
2022-03-19T06:00:00.000Z,21689,285,21297,76,0,27,1,805,220,542,0,0,35,7,22494,506,21838,76,0,62,9
2022-03-19T08:00:00.000Z,2126,266,1699,130,0,27,1,630,120,467,0,0,35,7,2757,386,2166,130,0,62,9
2022-03-19T10:00:00.000Z,1532,415,953,132,0,27,1,815,282,489,0,0,35,7,2347,697,1443,132,0,63,9
2022-03-19T12:00:00.000Z,1528,262,1110,123,0,27,1,618,120,454,0,0,35,7,2147,384,1565,123,0,63,9
2022-03-19T14:00:00.000Z,1628,248,1245,103,0,27,1,597,114,439,0,0,35,7,2226,364,1685,103,0,63,9
2022-03-19T16:00:00.000Z,714,243,329,110,0,27,1,616,118,455,0,0,34,7,1331,362,785,110,0,62,9
2022-03-19T18:00:00.000Z,732,286,323,92,0,27,1,826,256,526,0,0,34,7,1558,542,850,92,0,62,9
2022-03-19T20:00:00.000Z,983,283,452,87,0,27,130,645,108,493,0,0,35,7,1628,392,946,87,0,63,138
2022-03-19T22:00:00.000Z,1220,173,705,58,0,37,244,938,438,445,0,0,46,7,2159,612,1150,58,0,83,252
2022-03-20T00:00:00.000Z,446,202,179,31,0,28,1,648,207,397,0,0,35,7,1095,410,577,31,0,65,9
2022-03-20T02:00:00.000Z,1474,728,684,30,0,27,1,1325,579,703,0,0,35,7,2801,1308,1387,30,0,63,9
2022-03-20T04:00:00.000Z,804,138,592,42,0,27,1,459,81,334,0,0,34,7,1263,220,926,42,0,63,9
2022-03-20T06:00:00.000Z,641,181,375,53,0,28,1,560,97,420,0,0,35,7,1202,278,795,53,0,63,9
2022-03-20T08:00:00.000Z,592,207,266,88,0,27,1,578,108,426,0,0,35,7,1170,315,693,88,0,62,9
2022-03-20T10:00:00.000Z,640,246,252,110,0,27,1,589,130,416,0,0,34,7,1229,376,669,110,0,62,9
2022-03-20T12:00:00.000Z,1013,286,569,125,0,28,1,618,167,407,0,0,35,7,1631,454,977,125,0,63,9
2022-03-20T14:00:00.000Z,1641,276,1218,115,0,28,1,638,129,465,0,0,35,7,2280,406,1683,115,0,63,9
2022-03-20T16:00:00.000Z,1034,283,590,129,0,27,1,626,153,429,0,0,35,7,1661,437,1019,129,0,63,9
2022-03-20T18:00:00.000Z,1272,357,734,149,0,28,1,826,249,533,0,0,35,7,2099,607,1267,149,0,63,9
2022-03-20T20:00:00.000Z,1323,383,722,139,0,28,48,682,152,486,0,0,35,7,2006,536,1209,139,0,63,56
2022-03-20T22:00:00.000Z,1381,211,796,73,0,38,261,1169,440,669,0,0,51,7,2551,651,1466,73,0,89,269
2022-03-21T00:00:00.000Z,926,149,517,48,0,57,153,606,87,397,0,0,113,7,1533,237,914,48,0,171,161
2022-03-21T02:00:00.000Z,1552,611,873,36,0,27,1,1212,415,754,0,0,35,7,2764,1026,1628,36,0,63,9
2022-03-21T04:00:00.000Z,843,273,459,79,0,28,1,725,182,500,0,0,35,7,1569,456,960,79,0,63,9
2022-03-21T06:00:00.000Z,2550,1265,428,825,0,28,1,1009,380,586,0,0,34,7,3560,1646,1015,825,0,63,9
2022-03-21T08:00:00.000Z,4314,2222,548,1512,0,28,1,1294,601,649,0,0,35,7,5610,2824,1198,1512,0,63,9
2022-03-21T10:00:00.000Z,6165,2247,2298,1566,0,50,2,1293,631,615,0,0,38,7,7459,2878,2913,1566,0,89,10
2022-03-21T12:00:00.000Z,6177,2285,2303,1557,0,27,1,1517,683,790,0,0,34,7,7694,2969,3093,1557,0,62,9
2022-03-21T14:00:00.000Z,5632,1797,2734,1069,0,28,1,1508,887,577,0,0,35,7,7141,2685,3312,1069,0,64,9
2022-03-21T16:00:00.000Z,1912,570,1056,252,0,28,1,787,274,469,0,0,35,7,2699,845,1526,252,0,63,9
2022-03-21T18:00:00.000Z,1328,507,585,204,0,28,1,1003,345,614,0,0,34,7,2332,852,1200,204,0,63,9
2022-03-21T20:00:00.000Z,1649,542,858,165,0,31,50,884,243,597,0,0,35,7,2533,786,1455,165,0,66,58
2022-03-21T22:00:00.000Z,1272,293,701,79,0,36,159,1100,522,523,0,0,45,7,2373,816,1225,79,0,82,167
2022-03-22T00:00:00.000Z,1632,184,1071,36,0,30,309,591,104,442,0,0,36,7,2224,289,1513,36,0,66,317
2022-03-22T02:00:00.000Z,1435,706,434,34,0,28,230,1435,556,835,0,0,36,7,2871,1263,1269,34,0,64,237
2022-03-22T04:00:00.000Z,957,214,635,76,0,28,1,629,146,439,0,0,35,7,1587,361,1075,76,0,63,9
2022-03-22T06:00:00.000Z,5231,1779,2155,1267,0,25,1,938,409,486,0,0,35,7,6170,2189,2641,1267,0,61,9
2022-03-22T08:00:00.000Z,6635,2261,2810,1531,0,28,1,1445,675,727,0,0,35,7,8080,2937,3537,1531,0,63,9
2022-03-22T10:00:00.000Z,6139,3145,509,2452,0,28,1,1412,690,678,0,0,35,7,7552,3836,1188,2452,0,63,9
2022-03-22T12:00:00.000Z,4909,2177,1275,1426,0,27,1,1531,808,680,0,0,34,7,6441,2985,1956,1426,0,62,9
2022-03-22T14:00:00.000Z,4320,1068,2618,602,0,27,1,1112,380,689,0,0,34,7,5433,1449,3307,602,0,62,9
2022-03-22T16:00:00.000Z,2069,525,1275,237,0,28,1,865,307,515,0,0,35,7,2935,832,1790,237,0,63,9
2022-03-22T18:00:00.000Z,1769,430,1107,200,0,27,1,805,207,554,0,0,35,7,2574,638,1662,200,0,62,9
2022-03-22T20:00:00.000Z,1948,506,1161,158,0,29,91,888,234,610,0,0,35,7,2837,741,1772,158,0,64,98
2022-03-22T22:00:00.000Z,1761,250,1026,78,0,36,369,795,200,540,0,0,45,7,2557,450,1567,78,0,82,376
2022-03-23T00:00:00.000Z,2001,136,1800,33,0,28,1,862,391,428,0,0,35,7,2863,528,2228,33,0,63,9
2022-03-23T02:00:00.000Z,974,191,716,35,0,28,1,1028,199,785,0,0,35,7,2003,391,1501,35,0,64,9
2022-03-23T04:00:00.000Z,1757,1220,430,76,0,27,1,1722,810,868,0,0,35,7,3480,2031,1299,76,0,62,9
2022-03-23T06:00:00.000Z,3305,1196,1300,777,0,28,1,993,365,585,0,0,35,7,4298,1561,1886,777,0,64,9
2022-03-23T08:00:00.000Z,5019,2441,841,1703,0,29,1,1335,603,686,0,0,37,7,6355,3045,1527,1703,0,67,9
2022-03-23T10:00:00.000Z,4736,2378,561,1722,0,70,1,1504,662,788,0,0,45,8,6241,3041,1349,1722,0,116,9
2022-03-23T12:00:00.000Z,4729,1942,1388,1365,0,29,1,1224,539,639,0,0,36,7,5953,2481,2028,1365,0,67,10
2022-03-23T14:00:00.000Z,3705,1127,1845,699,0,30,1,991,354,591,0,0,36,8,4696,1482,2437,699,0,67,9
2022-03-23T16:00:00.000Z,2209,541,1371,264,0,30,1,753,234,473,0,0,36,7,2963,775,1845,264,0,67,10
2022-03-23T18:00:00.000Z,1435,431,761,209,0,29,1,890,201,644,0,0,36,8,2326,633,1405,209,0,67,9
2022-03-23T20:00:00.000Z,1641,475,894,175,0,29,65,683,222,415,0,0,36,7,2325,698,1310,175,0,66,73
2022-03-23T22:00:00.000Z,1719,385,931,76,0,32,292,1358,660,648,0,0,41,8,3078,1046,1579,76,0,73,300
2022-03-24T00:00:00.000Z,1832,137,1386,36,0,32,238,696,222,426,0,0,39,7,2529,359,1813,36,0,71,246
2022-03-24T02:00:00.000Z,578,183,331,30,0,29,1,966,195,725,0,0,36,8,1545,379,1057,30,0,66,9
2022-03-24T04:00:00.000Z,1073,728,236,75,0,29,1,1276,503,727,0,0,36,8,2349,1232,963,75,0,67,9
2022-03-24T06:00:00.000Z,2955,1129,1052,741,0,29,1,1012,347,619,0,0,37,7,3967,1477,1670,741,0,67,10
2022-03-24T08:00:00.000Z,4519,2081,967,1435,0,31,1,1371,672,653,0,0,37,7,5891,2753,1621,1435,0,69,9
2022-03-24T10:00:00.000Z,6615,2632,2244,1704,0,30,1,1739,931,762,0,0,36,8,8355,3564,3007,1704,0,67,9
2022-03-24T12:00:00.000Z,6199,3199,1382,1573,0,40,1,2403,1648,707,0,0,38,7,8603,4848,2090,1573,0,79,9
2022-03-24T14:00:00.000Z,4178,998,2544,591,0,42,1,1025,376,603,0,0,37,7,5205,1374,3148,591,0,80,9
2022-03-24T16:00:00.000Z,2125,743,889,459,0,30,1,693,228,420,0,0,36,7,2819,972,1309,459,0,67,9
2022-03-24T18:00:00.000Z,1905,430,1241,200,0,30,1,907,248,613,0,0,36,8,2812,679,1854,200,0,66,9
2022-03-24T20:00:00.000Z,1749,490,951,182,0,30,93,719,199,475,0,0,37,7,2469,689,1426,182,0,67,102
2022-03-24T22:00:00.000Z,2137,266,1418,88,0,38,325,1093,489,547,0,0,48,8,3231,755,1966,88,0,87,334
2022-03-25T00:00:00.000Z,1795,154,1562,45,0,29,1,538,81,411,0,0,37,8,2333,236,1973,45,0,67,9
2022-03-25T02:00:00.000Z,1300,201,1029,35,0,30,1,1021,199,776,0,0,36,7,2322,401,1806,35,0,67,10
2022-03-25T04:00:00.000Z,1290,768,416,71,0,30,1,1327,517,764,0,0,36,8,2617,1286,1181,71,0,67,9
2022-03-25T06:00:00.000Z,4096,1371,1934,756,0,30,1,1109,524,540,0,0,36,7,5207,1895,2475,756,0,67,9
2022-03-25T08:00:00.000Z,6405,2995,1378,1999,0,29,1,1549,916,587,0,0,37,7,7955,3911,1965,1999,0,67,9
2022-03-25T10:00:00.000Z,4730,2023,1296,1377,0,30,1,1426,638,742,0,0,36,8,6157,2662,2039,1377,0,66,10
2022-03-25T12:00:00.000Z,5020,2083,1444,1459,0,30,1,1332,541,745,0,0,36,8,6353,2624,2190,1459,0,66,9
2022-03-25T14:00:00.000Z,4057,1187,2137,700,0,29,1,1594,1027,522,0,0,36,7,5652,2214,2659,700,0,66,10
2022-03-25T16:00:00.000Z,1024,367,457,166,0,29,1,693,173,475,0,0,36,8,1718,541,932,166,0,66,9
2022-03-25T18:00:00.000Z,1356,285,913,124,0,30,1,732,146,541,0,0,37,7,2088,432,1454,124,0,67,10
2022-03-25T20:00:00.000Z,1489,333,947,93,0,29,83,730,148,536,0,0,36,7,2220,481,1484,93,0,66,92
2022-03-25T22:00:00.000Z,1125,208,388,90,0,29,407,990,450,491,0,0,39,7,2115,659,879,90,0,68,415
2022-03-26T00:00:00.000Z,772,121,580,35,0,31,1,521,75,399,0,0,38,8,1294,196,980,35,0,70,9
2022-03-26T02:00:00.000Z,1527,177,1284,31,0,30,1,1013,196,770,0,0,37,7,2540,374,2056,31,0,68,10
2022-03-26T04:00:00.000Z,3608,651,2887,36,0,30,1,1276,500,732,0,0,37,7,4886,1151,3619,36,0,67,9
2022-03-26T06:00:00.000Z,801,193,511,64,0,29,1,609,151,412,0,0,36,8,1410,345,923,64,0,66,9
2022-03-26T08:00:00.000Z,1136,229,764,109,0,30,1,591,108,437,0,0,36,8,1727,338,1201,109,0,67,9
2022-03-26T10:00:00.000Z,1072,275,644,119,0,29,1,670,128,497,0,0,36,7,1743,403,1141,119,0,66,9
2022-03-26T12:00:00.000Z,1366,240,985,107,0,29,1,559,118,396,0,0,36,7,1926,359,1382,107,0,66,9
2022-03-26T14:00:00.000Z,1300,445,496,325,0,30,1,627,109,473,0,0,37,7,1928,554,969,325,0,67,9
2022-03-26T16:00:00.000Z,833,213,491,95,0,29,1,542,108,388,0,0,36,8,1375,321,880,95,0,66,9
2022-03-26T18:00:00.000Z,3136,1920,629,553,0,30,1,1169,585,539,0,0,36,7,4307,2506,1169,553,0,67,9
2022-03-26T20:00:00.000Z,4696,3320,1106,83,0,29,154,1557,1050,462,0,0,36,7,6254,4370,1569,83,0,66,162
2022-03-26T22:00:00.000Z,1628,826,407,59,0,31,302,2010,1402,560,0,0,39,8,3638,2228,968,59,0,70,311
2022-03-27T00:00:00.000Z,3261,828,2362,36,0,31,1,1610,1130,432,0,0,38,7,4872,1959,2794,36,0,69,10
2022-03-27T02:00:00.000Z,1583,1332,190,27,0,30,1,2583,1475,1059,0,0,39,7,4166,2808,1249,27,0,70,10
2022-03-27T04:00:00.000Z,1264,804,386,40,0,29,1,1538,1118,374,0,0,37,8,2802,1923,761,40,0,66,9
2022-03-27T06:00:00.000Z,997,825,78,59,0,30,1,1645,1089,511,0,0,36,8,2643,1915,589,59,0,67,9
2022-03-27T08:00:00.000Z,3074,896,2058,86,0,29,1,1630,1141,444,0,0,36,7,4705,2037,2503,86,0,66,9
2022-03-27T10:00:00.000Z,1226,958,135,100,0,28,1,1822,1244,532,0,0,36,7,3048,2202,668,100,0,66,9
2022-03-27T12:00:00.000Z,4829,911,3782,103,0,29,1,1669,1133,490,0,0,36,8,6498,2045,4272,103,0,66,9
2022-03-27T14:00:00.000Z,4845,968,3740,103,0,29,1,1728,1164,519,0,0,36,8,6575,2133,4259,103,0,66,9
2022-03-27T16:00:00.000Z,4024,828,3038,125,0,29,1,1575,997,533,0,0,36,7,5600,1825,3571,125,0,66,9
2022-03-27T18:00:00.000Z,2778,1008,1585,151,0,29,1,2007,1334,628,0,0,36,7,4787,2343,2214,151,0,66,9
2022-03-27T20:00:00.000Z,1635,867,215,107,0,35,407,1456,958,445,0,0,44,7,3091,1826,661,107,0,80,416
2022-03-27T22:00:00.000Z,1409,744,575,56,0,29,1,1939,1286,602,0,0,41,8,3348,2031,1179,56,0,71,9
2022-03-28T00:00:00.000Z,1203,667,466,35,0,31,1,1359,888,425,0,0,36,7,2562,1556,891,35,0,68,9
2022-03-28T02:00:00.000Z,2654,1153,1432,36,0,30,1,2244,1259,939,0,0,36,7,4899,2413,2372,36,0,67,9
2022-03-28T04:00:00.000Z,3971,895,2792,249,0,30,1,1480,907,527,0,0,36,8,5451,1804,3319,249,0,66,9
2022-03-28T06:00:00.000Z,5841,2568,1779,1461,0,30,1,1940,1237,657,0,0,36,7,7782,3806,2436,1461,0,66,9
2022-03-28T08:00:00.000Z,8715,2899,4107,1675,0,29,1,2455,1503,907,0,0,36,7,11171,4401,5015,1675,0,67,9
2022-03-28T10:00:00.000Z,8793,2880,4221,1658,0,30,1,2157,1365,747,0,0,36,8,10951,4246,4968,1658,0,67,9
2022-03-28T12:00:00.000Z,7116,2483,3353,1246,0,30,1,2121,1398,677,0,0,36,7,9238,3882,4031,1246,0,67,9
2022-03-28T14:00:00.000Z,3772,1256,2070,412,0,30,1,1614,1019,549,0,0,36,7,5386,2276,2619,412,0,67,10
2022-03-28T16:00:00.000Z,2462,956,1247,224,0,30,1,1629,940,643,0,0,36,7,4090,1897,1891,224,0,66,9
2022-03-28T18:00:00.000Z,2775,1406,1129,206,0,30,1,2239,1620,573,0,0,36,8,5015,3027,1702,206,0,67,9
2022-03-28T20:00:00.000Z,5642,1178,3675,373,0,30,383,1658,929,681,0,0,39,7,7302,2108,4357,373,0,70,391
2022-03-28T22:00:00.000Z,1365,966,172,63,0,30,131,2241,1624,571,0,0,36,7,3606,2591,744,63,0,66,139
2022-03-29T00:00:00.000Z,1210,661,472,43,0,30,1,1343,835,462,0,0,36,8,2554,1497,934,43,0,67,10
