Time,Read rate for R04_n3,Usage for R04_n3,Write rate for R04_n3
2021-04-14T00:00:00.000Z,9183,12897,3713
2021-04-15T00:00:00.000Z,8953,12791,3837
2021-04-16T00:00:00.000Z,9407,13803,4395
2021-04-17T00:00:00.000Z,6558,8132,1573
2021-04-18T00:00:00.000Z,10186,20021,9834
2021-04-19T00:00:00.000Z,6508,8867,2359
2021-04-20T00:00:00.000Z,7184,9498,2312
2021-04-21T00:00:00.000Z,8023,11314,3291
2021-04-22T00:00:00.000Z,7484,9801,2317
2021-04-23T00:00:00.000Z,7842,10713,2870
2021-04-24T00:00:00.000Z,6234,8101,1866
2021-04-25T00:00:00.000Z,10442,19503,9061
2021-04-26T00:00:00.000Z,7829,11889,4059
2021-04-27T00:00:00.000Z,8611,12640,4028
2021-04-28T00:00:00.000Z,8478,12076,3598
2021-04-29T00:00:00.000Z,9403,11978,2574
2021-04-30T00:00:00.000Z,2234,5040,2805
2021-05-01T00:00:00.000Z,2092,4924,2831
2021-05-02T00:00:00.000Z,1415,3104,1688
2021-05-03T00:00:00.000Z,6133,7771,1638
2021-05-04T00:00:00.000Z,6135,8121,1985
2021-05-05T00:00:00.000Z,9005,13867,4862
2021-05-06T00:00:00.000Z,7606,9936,2330
2021-05-07T00:00:00.000Z,8555,11497,2941
2021-05-08T00:00:00.000Z,7733,10375,2642
2021-05-09T00:00:00.000Z,13754,29997,16243
2021-05-10T00:00:00.000Z,7376,11368,3992
2021-05-11T00:00:00.000Z,8726,11718,2991
2021-05-12T00:00:00.000Z,7472,9477,2004
2021-05-13T00:00:00.000Z,8097,11367,3269
2021-05-14T00:00:00.000Z,7076,8879,1802
2021-05-15T00:00:00.000Z,7184,9109,1925
2021-05-16T00:00:00.000Z,7332,11611,4277
2021-05-17T00:00:00.000Z,8682,11354,2671
2021-05-18T00:00:00.000Z,9670,13056,3386
2021-05-19T00:00:00.000Z,7950,10064,2113
2021-05-20T00:00:00.000Z,8650,11554,2904
2021-05-21T00:00:00.000Z,8175,10147,1971
2021-05-22T00:00:00.000Z,7174,9448,2273
2021-05-23T00:00:00.000Z,8110,13736,5625
2021-05-24T00:00:00.000Z,6294,7767,1472
2021-05-25T00:00:00.000Z,9710,15880,6168
2021-05-26T00:00:00.000Z,8730,11665,2935
2021-05-27T00:00:00.000Z,8452,10589,2136
2021-05-28T00:00:00.000Z,8481,11076,2594
2021-05-29T00:00:00.000Z,8646,10750,2103
2021-05-30T00:00:00.000Z,7608,10629,3020
2021-05-31T00:00:00.000Z,9152,22530,13378
2021-06-01T00:00:00.000Z,10715,15279,4563
2021-06-02T00:00:00.000Z,9791,13051,3259
2021-06-03T00:00:00.000Z,9013,11007,1994
2021-06-04T00:00:00.000Z,6927,8999,2070
2021-06-05T00:00:00.000Z,7193,8661,1468
2021-06-06T00:00:00.000Z,17251,39086,21834
2021-06-07T00:00:00.000Z,7379,19951,12572
2021-06-08T00:00:00.000Z,8993,11496,2502
2021-06-09T00:00:00.000Z,9793,12986,3192
2021-06-10T00:00:00.000Z,8892,11748,2856
2021-06-11T00:00:00.000Z,8826,11016,2189
2021-06-12T00:00:00.000Z,7418,9184,1765
2021-06-13T00:00:00.000Z,7031,8842,1810
2021-06-14T00:00:00.000Z,7449,10000,2550
2021-06-15T00:00:00.000Z,10899,13579,2680
2021-06-16T00:00:00.000Z,8481,10406,1924
2021-06-17T00:00:00.000Z,8202,10541,2338
2021-06-18T00:00:00.000Z,8605,10715,2109
2021-06-19T00:00:00.000Z,6875,8384,1508
2021-06-20T00:00:00.000Z,6399,7413,1013
2021-06-21T00:00:00.000Z,6203,7017,813
2021-06-22T00:00:00.000Z,8356,10638,2281
2021-06-23T00:00:00.000Z,7020,8158,1137
2021-06-24T00:00:00.000Z,6813,8041,1227
2021-06-25T00:00:00.000Z,8878,12924,4044
2021-06-26T00:00:00.000Z,8250,9651,1400
2021-06-27T00:00:00.000Z,15757,35565,19807
2021-06-28T00:00:00.000Z,9772,12641,2868
2021-06-29T00:00:00.000Z,11420,16058,4637
2021-06-30T00:00:00.000Z,10308,13508,3199
2021-07-01T00:00:00.000Z,11463,15929,4465
2021-07-02T00:00:00.000Z,11202,14105,2902
2021-07-03T00:00:00.000Z,9318,11447,2129
2021-07-04T00:00:00.000Z,7170,8159,988
2021-07-05T00:00:00.000Z,7611,9351,1739
2021-07-06T00:00:00.000Z,9380,13142,3761
2021-07-07T00:00:00.000Z,10404,14561,4156
2021-07-08T00:00:00.000Z,10893,14516,3622
2021-07-09T00:00:00.000Z,9999,12151,2151
2021-07-10T00:00:00.000Z,9294,11948,2654
2021-07-11T00:00:00.000Z,8128,12385,4257
2021-07-12T00:00:00.000Z,7248,9067,1819
2021-07-13T00:00:00.000Z,10497,13501,3004
2021-07-14T00:00:00.000Z,9491,12708,3216
2021-07-15T00:00:00.000Z,9650,12927,3276
2021-07-16T00:00:00.000Z,10405,13988,3583
2021-07-17T00:00:00.000Z,7650,9430,1779
2021-07-18T00:00:00.000Z,7410,11204,3793
2021-07-19T00:00:00.000Z,8117,10089,1971
2021-07-20T00:00:00.000Z,13319,17781,4461
2021-07-21T00:00:00.000Z,9913,13424,3511
2021-07-22T00:00:00.000Z,12187,16219,4031
2021-07-23T00:00:00.000Z,11394,13911,2516
2021-07-24T00:00:00.000Z,9124,11249,2124
2021-07-25T00:00:00.000Z,9541,14338,4796
2021-07-26T00:00:00.000Z,7399,10504,3105
2021-07-27T00:00:00.000Z,9408,12466,3057
2021-07-28T00:00:00.000Z,9128,12429,3300
2021-07-29T00:00:00.000Z,10280,13813,3533
2021-07-30T00:00:00.000Z,10147,13978,3831
2021-07-31T00:00:00.000Z,9838,12425,2586
2021-08-01T00:00:00.000Z,9857,15300,5442
2021-08-02T00:00:00.000Z,9069,11980,2911
2021-08-03T00:00:00.000Z,10659,13332,2673
2021-08-04T00:00:00.000Z,11140,14567,3426
2021-08-05T00:00:00.000Z,10406,14030,3623
2021-08-06T00:00:00.000Z,9408,12640,3232
2021-08-07T00:00:00.000Z,8381,10339,1957
2021-08-08T00:00:00.000Z,9095,15436,6340
2021-08-09T00:00:00.000Z,8933,11222,2289
2021-08-10T00:00:00.000Z,12035,16330,4295
2021-08-11T00:00:00.000Z,9071,11322,2250
2021-08-12T00:00:00.000Z,9708,12415,2705
2021-08-13T00:00:00.000Z,9846,12544,2697
2021-08-14T00:00:00.000Z,9088,11474,2386
2021-08-15T00:00:00.000Z,7349,10184,2834
2021-08-16T00:00:00.000Z,7313,9293,1979
2021-08-17T00:00:00.000Z,8804,11221,2417
2021-08-18T00:00:00.000Z,10702,14009,3307
2021-08-19T00:00:00.000Z,9619,12765,3145
2021-08-20T00:00:00.000Z,8384,10794,2409
2021-08-21T00:00:00.000Z,8140,9673,1532
2021-08-22T00:00:00.000Z,8229,12555,4325
2021-08-23T00:00:00.000Z,10283,13424,3140
2021-08-24T00:00:00.000Z,10294,13541,3247
2021-08-25T00:00:00.000Z,9953,13291,3337
2021-08-26T00:00:00.000Z,12874,17842,4967
2021-08-27T00:00:00.000Z,9540,13187,3646
2021-08-28T00:00:00.000Z,9750,11783,2032
2021-08-29T00:00:00.000Z,7818,10245,2426
2021-08-30T00:00:00.000Z,7779,10795,3016
2021-08-31T00:00:00.000Z,13245,19788,6543
2021-09-01T00:00:00.000Z,11190,14295,3104
2021-09-02T00:00:00.000Z,13509,18572,5062
2021-09-03T00:00:00.000Z,14366,17637,3271
2021-09-04T00:00:00.000Z,10952,15430,4477
2021-09-05T00:00:00.000Z,3673,11308,7635
2021-09-06T00:00:00.000Z,17,30,13
2021-09-07T00:00:00.000Z,1569,3766,2196
2021-09-08T00:00:00.000Z,2036,4636,2600
2021-09-09T00:00:00.000Z,1698,3735,2036
2021-09-10T00:00:00.000Z,1569,3224,1654
2021-09-11T00:00:00.000Z,1371,2966,1594
2021-09-12T00:00:00.000Z,11681,34019,22337
2021-09-13T00:00:00.000Z,1925,4423,2497
2021-09-14T00:00:00.000Z,1730,3663,1933
2021-09-15T00:00:00.000Z,1146,2040,894
2021-09-16T00:00:00.000Z,3103,7559,4456
2021-09-17T00:00:00.000Z,2953,5481,2527
2021-09-18T00:00:00.000Z,4029,10800,6770
2021-09-19T00:00:00.000Z,1693,3793,2099
2021-09-20T00:00:00.000Z,2168,4719,2550
2021-09-21T00:00:00.000Z,3099,6451,3352
2021-09-22T00:00:00.000Z,2766,6048,3282
2021-09-23T00:00:00.000Z,2353,4456,2103
2021-09-24T00:00:00.000Z,4505,8044,3538
2021-09-25T00:00:00.000Z,2141,4893,2751
2021-09-26T00:00:00.000Z,1145,2183,1038
2021-09-27T00:00:00.000Z,3493,7123,3629
2021-09-28T00:00:00.000Z,2815,5641,2825
2021-09-29T00:00:00.000Z,4156,8476,4320
2021-09-30T00:00:00.000Z,8220,15797,7576
2021-10-01T00:00:00.000Z,4203,8182,3979
2021-10-02T00:00:00.000Z,4775,12435,7659
2021-10-03T00:00:00.000Z,1450,2882,1432
2021-10-04T00:00:00.000Z,5032,8905,3872
2021-10-05T00:00:00.000Z,12344,23381,11036
2021-10-06T00:00:00.000Z,4806,8935,4128
2021-10-07T00:00:00.000Z,3043,6529,3485
2021-10-08T00:00:00.000Z,5687,10786,5098
2021-10-09T00:00:00.000Z,6131,16079,9948
2021-10-10T00:00:00.000Z,1991,4393,2401
2021-10-11T00:00:00.000Z,2578,5256,2677
2021-10-12T00:00:00.000Z,5144,9563,4418
2021-10-13T00:00:00.000Z,2209,4463,2253
2021-10-14T00:00:00.000Z,4196,9035,4838
2021-10-15T00:00:00.000Z,2708,5213,2505
2021-10-16T00:00:00.000Z,1963,4253,2289
2021-10-17T00:00:00.000Z,2106,4729,2623
2021-10-18T00:00:00.000Z,2242,4618,2375
2021-10-19T00:00:00.000Z,2332,5179,2847
2021-10-20T00:00:00.000Z,1616,3139,1523
2021-10-21T00:00:00.000Z,2550,6220,3669
2021-10-22T00:00:00.000Z,2664,5750,3086
2021-10-23T00:00:00.000Z,8537,23918,15380
2021-10-24T00:00:00.000Z,3374,8683,5308
2021-10-25T00:00:00.000Z,2592,5512,2920
2021-10-26T00:00:00.000Z,2288,4891,2603
2021-10-27T00:00:00.000Z,2523,5331,2807
2021-10-28T00:00:00.000Z,1993,4239,2245
2021-10-29T00:00:00.000Z,3183,6526,3343
2021-10-30T00:00:00.000Z,3315,7332,4017
2021-10-31T00:00:00.000Z,1502,2870,1366
2021-11-01T00:00:00.000Z,1748,3500,1752
2021-11-02T00:00:00.000Z,4992,10679,5687
2021-11-03T00:00:00.000Z,3897,8815,4916
2021-11-04T00:00:00.000Z,1940,3719,1779
2021-11-05T00:00:00.000Z,2371,4925,2553
2021-11-06T00:00:00.000Z,5178,14884,9706
2021-11-07T00:00:00.000Z,1961,4252,2289
2021-11-08T00:00:00.000Z,2357,4413,2055
2021-11-09T00:00:00.000Z,6469,9921,3452
2021-11-10T00:00:00.000Z,2201,4663,2461
2021-11-11T00:00:00.000Z,1410,2543,1133
2021-11-12T00:00:00.000Z,1954,3769,1815
2021-11-13T00:00:00.000Z,7587,19178,11591
2021-11-14T00:00:00.000Z,1372,2505,1133
2021-11-15T00:00:00.000Z,2629,5566,2937
2021-11-16T00:00:00.000Z,1822,3679,1855
2021-11-17T00:00:00.000Z,2189,4430,2241
2021-11-18T00:00:00.000Z,1934,3885,1951
2021-11-19T00:00:00.000Z,1709,3289,1579
2021-11-20T00:00:00.000Z,5299,13685,8386
2021-11-21T00:00:00.000Z,1305,2355,1049
2021-11-22T00:00:00.000Z,2631,5908,3276
2021-11-23T00:00:00.000Z,2374,4886,2512
2021-11-24T00:00:00.000Z,2023,3987,1963
2021-11-25T00:00:00.000Z,2053,4395,2341
2021-11-26T00:00:00.000Z,2904,6145,3240
2021-11-27T00:00:00.000Z,2437,4863,2425
2021-11-28T00:00:00.000Z,1891,4001,2109
2021-11-29T00:00:00.000Z,3516,7612,4095
2021-11-30T00:00:00.000Z,4236,8948,4711
2021-12-01T00:00:00.000Z,3869,7882,4012
2021-12-02T00:00:00.000Z,2409,5237,2827
2021-12-03T00:00:00.000Z,2235,5521,3285
2021-12-04T00:00:00.000Z,6403,17413,11009
2021-12-05T00:00:00.000Z,2302,4921,2619
2021-12-06T00:00:00.000Z,1627,3308,1680
2021-12-07T00:00:00.000Z,2714,5920,3205
2021-12-08T00:00:00.000Z,1905,3918,2013
2021-12-09T00:00:00.000Z,3098,6635,3536
2021-12-10T00:00:00.000Z,5516,8367,2851
2021-12-11T00:00:00.000Z,1223,2293,1069
2021-12-12T00:00:00.000Z,2194,4823,2628
2021-12-13T00:00:00.000Z,2506,5719,3212
2021-12-14T00:00:00.000Z,3057,6045,2987
2021-12-15T00:00:00.000Z,1503,2825,1321
2021-12-16T00:00:00.000Z,1880,3760,1880
2021-12-17T00:00:00.000Z,2591,5032,2440
2021-12-18T00:00:00.000Z,9552,27846,18293
2021-12-19T00:00:00.000Z,1597,3142,1544
2021-12-20T00:00:00.000Z,1915,3487,1571
2021-12-21T00:00:00.000Z,1647,3172,1524
2021-12-22T00:00:00.000Z,2188,4780,2591
2021-12-23T00:00:00.000Z,2479,5267,2787
2021-12-24T00:00:00.000Z,1664,3260,1595
2021-12-25T00:00:00.000Z,3426,8473,5047
2021-12-26T00:00:00.000Z,1658,3322,1663
2021-12-27T00:00:00.000Z,2697,5551,2854
2021-12-28T00:00:00.000Z,3449,7223,3773
2021-12-29T00:00:00.000Z,4323,9573,5250
2021-12-30T00:00:00.000Z,2260,4392,2132
2021-12-31T00:00:00.000Z,2742,5865,3122
2022-01-01T00:00:00.000Z,9612,28222,18609
2022-01-02T00:00:00.000Z,1622,3948,2325
2022-01-03T00:00:00.000Z,3096,6996,3899
2022-01-04T00:00:00.000Z,3498,7659,4161
2022-01-05T00:00:00.000Z,3812,8216,4403
2022-01-06T00:00:00.000Z,2178,4395,2217
2022-01-07T00:00:00.000Z,2251,4682,2431
2022-01-08T00:00:00.000Z,4925,12542,7616
2022-01-09T00:00:00.000Z,2586,5965,3379
2022-01-10T00:00:00.000Z,3471,7319,3848
2022-01-11T00:00:00.000Z,2244,4372,2127
2022-01-12T00:00:00.000Z,1969,3770,1801
2022-01-13T00:00:00.000Z,2877,6083,3206
2022-01-14T00:00:00.000Z,2605,5399,2794
2022-01-15T00:00:00.000Z,3883,14013,10129
2022-01-16T00:00:00.000Z,7670,21230,13559
2022-01-17T00:00:00.000Z,3785,18394,14609
2022-01-18T00:00:00.000Z,3695,8755,5060
2022-01-19T00:00:00.000Z,2616,5379,2762
2022-01-20T00:00:00.000Z,2599,5387,2787
2022-01-21T00:00:00.000Z,2653,6010,3356
2022-01-22T00:00:00.000Z,6129,17143,11014
2022-01-23T00:00:00.000Z,1767,3524,1757
2022-01-24T00:00:00.000Z,2860,6424,3563
2022-01-25T00:00:00.000Z,2527,5279,2752
2022-01-26T00:00:00.000Z,2707,5749,3042
2022-01-27T00:00:00.000Z,2576,5296,2720
2022-01-28T00:00:00.000Z,2266,4766,2499
2022-01-29T00:00:00.000Z,6296,16474,10178
2022-01-30T00:00:00.000Z,1680,3361,1681
2022-01-31T00:00:00.000Z,4109,9562,5453
2022-02-01T00:00:00.000Z,2223,4622,2399
2022-02-02T00:00:00.000Z,3621,7065,3444
2022-02-03T00:00:00.000Z,4737,9963,5225
2022-02-04T00:00:00.000Z,2565,5543,2977
2022-02-05T00:00:00.000Z,9553,25810,16257
2022-02-06T00:00:00.000Z,2040,4439,2399
2022-02-07T00:00:00.000Z,3537,7942,4404
2022-02-08T00:00:00.000Z,2790,6019,3229
2022-02-09T00:00:00.000Z,2549,5275,2726
2022-02-10T00:00:00.000Z,3285,7266,3981
2022-02-11T00:00:00.000Z,2936,6398,3461
2022-02-12T00:00:00.000Z,8289,23363,15073
2022-02-13T00:00:00.000Z,2286,5367,3080
2022-02-14T00:00:00.000Z,2192,4558,2365
2022-02-15T00:00:00.000Z,2790,5954,3164
2022-02-16T00:00:00.000Z,2853,5612,2758
2022-02-17T00:00:00.000Z,2367,4822,2455
2022-02-18T00:00:00.000Z,2870,5816,2947
2022-02-19T00:00:00.000Z,6557,17529,10972
2022-02-20T00:00:00.000Z,2815,6580,3764
2022-02-21T00:00:00.000Z,3898,8936,5037
2022-02-22T00:00:00.000Z,2548,5536,2987
2022-02-23T00:00:00.000Z,2976,6393,3416
2022-02-24T00:00:00.000Z,3223,7089,3866
2022-02-25T00:00:00.000Z,2326,4967,2640
2022-02-26T00:00:00.000Z,9419,26470,17051
2022-02-27T00:00:00.000Z,2476,5426,2950
2022-02-28T00:00:00.000Z,2863,5979,3115
2022-03-01T00:00:00.000Z,3312,7360,4048
2022-03-02T00:00:00.000Z,2356,4913,2556
2022-03-03T00:00:00.000Z,2845,6062,3216
2022-03-04T00:00:00.000Z,2473,5428,2955
2022-03-05T00:00:00.000Z,9024,22231,13206
2022-03-06T00:00:00.000Z,1604,3149,1545
2022-03-07T00:00:00.000Z,2729,6147,3417
2022-03-08T00:00:00.000Z,2533,6035,3501
2022-03-09T00:00:00.000Z,2383,5422,3039
2022-03-10T00:00:00.000Z,1715,3724,2009
2022-03-11T00:00:00.000Z,1895,3795,1899
2022-03-12T00:00:00.000Z,4835,12565,7730
2022-03-13T00:00:00.000Z,2008,4075,2067
2022-03-14T00:00:00.000Z,2636,5847,3210
2022-03-15T00:00:00.000Z,2702,5570,2867
2022-03-16T00:00:00.000Z,2149,4334,2184
2022-03-17T00:00:00.000Z,2330,5357,3026
2022-03-18T00:00:00.000Z,5732,14995,9262
2022-03-19T00:00:00.000Z,3266,6999,3733
2022-03-20T00:00:00.000Z,1890,3752,1861
2022-03-21T00:00:00.000Z,2085,5098,3012
2022-03-22T00:00:00.000Z,2239,4648,2408
2022-03-23T00:00:00.000Z,2728,5839,3110
2022-03-24T00:00:00.000Z,1844,3627,1782
2022-03-25T00:00:00.000Z,2005,4074,2068
2022-03-26T00:00:00.000Z,12278,35166,22888
2022-03-27T00:00:00.000Z,5287,13611,8323
2022-03-28T00:00:00.000Z,4358,10558,6199
2022-03-29T00:00:00.000Z,5275,12184,6908
2022-03-30T00:00:00.000Z,3056,6706,3649
2022-03-31T00:00:00.000Z,3931,9233,5301
2022-04-01T00:00:00.000Z,1540,2587,1047
2022-04-02T00:00:00.000Z,5868,15933,10064
2022-04-03T00:00:00.000Z,2105,4662,2556
2022-04-04T00:00:00.000Z,3417,7516,4099
2022-04-05T00:00:00.000Z,2320,4896,2576
2022-04-06T00:00:00.000Z,2423,4749,2325
2022-04-07T00:00:00.000Z,2455,5112,2656
2022-04-08T00:00:00.000Z,2368,5040,2672
2022-04-09T00:00:00.000Z,12905,36939,24033
2022-04-10T00:00:00.000Z,1572,3038,1466
2022-04-11T00:00:00.000Z,2214,5105,2890
2022-04-12T00:00:00.000Z,2383,4807,2423
2022-04-13T00:00:00.000Z,,,
