Time,Ballooned memory for V02,Consumed for V02,Overhead consumed for V02,Host consumed % for V02,
2022-03-14T12:00:00.000Z,0,1816727300,7946608,38,3
2022-03-14T14:00:00.000Z,0,1816723070,7946206,38,3
2022-03-14T16:00:00.000Z,0,1816719740,7944684,38,3
2022-03-14T18:00:00.000Z,0,1816729340,7944032,38,3
2022-03-14T20:00:00.000Z,0,1816729980,7944960,38,3
2022-03-14T22:00:00.000Z,0,1816733820,7944491,38,3
2022-03-15T00:00:00.000Z,0,1816738820,7943590,38,3
2022-03-15T02:00:00.000Z,0,1816731900,7944095,38,3
2022-03-15T04:00:00.000Z,0,1816734980,7943542,38,3
2022-03-15T06:00:00.000Z,0,1816735230,7944476,38,3
2022-03-15T08:00:00.000Z,0,1816739970,7944266,38,3
2022-03-15T10:00:00.000Z,0,1816752770,7943850,38,3
2022-03-15T12:00:00.000Z,0,1816752640,7944829,38,3
2022-03-15T14:00:00.000Z,0,1816750850,7945336,38,3
2022-03-15T16:00:00.000Z,0,1816746880,7943645,38,3
2022-03-15T18:00:00.000Z,0,1816751490,7943625,38,3
2022-03-15T20:00:00.000Z,0,1816753410,7944159,38,3
2022-03-15T22:00:00.000Z,0,1816756990,7945398,38,3
2022-03-16T00:00:00.000Z,0,1816756350,7944033,38,3
2022-03-16T02:00:00.000Z,0,1816758660,7943499,38,3
2022-03-16T04:00:00.000Z,0,1816753790,7944849,38,3
2022-03-16T06:00:00.000Z,0,1816752130,7945631,38,3
2022-03-16T08:00:00.000Z,0,1816753280,7944303,38,3
2022-03-16T10:00:00.000Z,0,1816750980,7944464,38,3
2022-03-16T12:00:00.000Z,0,1816748800,7944417,38,3
2022-03-16T14:00:00.000Z,0,1819752060,8069150,38,9
2022-03-16T16:00:00.000Z,0,1822661760,8066551,38,15
2022-03-16T18:00:00.000Z,0,1822676220,8066501,38,15
2022-03-16T20:00:00.000Z,0,1822681730,8066594,38,15
2022-03-16T22:00:00.000Z,0,1822686980,8067871,38,15
2022-03-17T00:00:00.000Z,0,1822693380,8067115,38,15
2022-03-17T02:00:00.000Z,0,1822689920,8067709,38,15
2022-03-17T04:00:00.000Z,0,1822692610,8067775,38,15
2022-03-17T06:00:00.000Z,0,1822696830,8069602,38,15
2022-03-17T08:00:00.000Z,0,1822799230,8071537,38,15
2022-03-17T10:00:00.000Z,0,1824399740,8074452,38,19
2022-03-17T12:00:00.000Z,0,1824413570,8071544,38,19
2022-03-17T14:00:00.000Z,0,1825690370,8075947,38,22
2022-03-17T16:00:00.000Z,0,1826261380,8075961,38,23
2022-03-17T18:00:00.000Z,0,1826262400,8075188,38,23
2022-03-17T20:00:00.000Z,0,1826270460,8076031,38,23
2022-03-17T22:00:00.000Z,0,1826288380,8076520,38,23
2022-03-18T00:00:00.000Z,0,1826313860,8075986,38,23
2022-03-18T02:00:00.000Z,0,1826309500,8076808,38,23
2022-03-18T04:00:00.000Z,0,1826483460,8077958,38,23
2022-03-18T06:00:00.000Z,0,1826515710,8078186,38,23
2022-03-18T08:00:00.000Z,0,1826517250,8077919,38,23
2022-03-18T10:00:00.000Z,0,1826519420,8077767,38,23
2022-03-18T12:00:00.000Z,0,1826517380,8079673,38,23
2022-03-18T14:00:00.000Z,0,1826514940,8080113,38,23
2022-03-18T16:00:00.000Z,0,1826515460,8077836,38,23
2022-03-18T18:00:00.000Z,0,1826518660,8075707,38,23
2022-03-18T20:00:00.000Z,0,1826520060,8075948,38,23
2022-03-18T22:00:00.000Z,0,1826525310,8076943,38,23
2022-03-19T00:00:00.000Z,0,1826535040,8074395,38,23
2022-03-19T02:00:00.000Z,0,1826530940,8075864,38,23
2022-03-19T04:00:00.000Z,0,1826552580,8077115,38,23
2022-03-19T06:00:00.000Z,0,1826554500,8077665,38,23
2022-03-19T08:00:00.000Z,0,1826548990,8077661,38,23
2022-03-19T10:00:00.000Z,0,1826545790,8077144,38,23
2022-03-19T12:00:00.000Z,0,1826546180,8077866,38,23
2022-03-19T14:00:00.000Z,0,1826548350,8078156,38,23
2022-03-19T16:00:00.000Z,0,1826545920,8076576,38,23
2022-03-19T18:00:00.000Z,0,1826549890,8077193,38,23
2022-03-19T20:00:00.000Z,0,1826724350,8079914,38,24
2022-03-19T22:00:00.000Z,0,1826952320,8080056,38,24
2022-03-20T00:00:00.000Z,0,1826976770,8079194,38,24
2022-03-20T02:00:00.000Z,0,1826972290,8079007,38,24
2022-03-20T04:00:00.000Z,0,1826978690,8079264,38,24
2022-03-20T06:00:00.000Z,0,1826982780,8079323,38,24
2022-03-20T08:00:00.000Z,0,1826973180,8080785,38,24
2022-03-20T10:00:00.000Z,0,1826969730,8080762,38,24
2022-03-20T12:00:00.000Z,0,1826967040,8081427,38,24
2022-03-20T14:00:00.000Z,0,1826961540,8081776,38,24
2022-03-20T16:00:00.000Z,0,1826961150,8081609,38,24
2022-03-20T18:00:00.000Z,0,1826963970,8077846,38,24
2022-03-20T20:00:00.000Z,0,1826964610,8079153,38,24
2022-03-20T22:00:00.000Z,0,1827000190,8079323,38,24
2022-03-21T00:00:00.000Z,0,1826998780,8077292,38,24
2022-03-21T02:00:00.000Z,0,1826996860,8078554,38,24
2022-03-21T04:00:00.000Z,0,1827002110,8079702,38,24
2022-03-21T06:00:00.000Z,0,1827000190,8079119,38,24
2022-03-21T08:00:00.000Z,0,1826986880,8078278,38,24
2022-03-21T10:00:00.000Z,0,1826976770,8078540,38,24
2022-03-21T12:00:00.000Z,0,1826977540,8078543,38,24
2022-03-21T14:00:00.000Z,0,1846712700,8121688,38,69
2022-03-21T16:00:00.000Z,0,1886448770,8195826,39,48
2022-03-21T18:00:00.000Z,0,1886459010,8194983,39,48
2022-03-21T20:00:00.000Z,0,1886472450,8196670,39,48
2022-03-21T22:00:00.000Z,0,1886471810,8196331,39,48
2022-03-22T00:00:00.000Z,0,1886473980,8194896,39,48
2022-03-22T02:00:00.000Z,0,1886483460,8195521,39,48
2022-03-22T04:00:00.000Z,0,1886475140,8196474,39,48
2022-03-22T06:00:00.000Z,0,1886472580,8196552,39,48
2022-03-22T08:00:00.000Z,0,1886465920,8195699,39,48
2022-03-22T10:00:00.000Z,0,1886467970,8196085,39,48
2022-03-22T12:00:00.000Z,0,1886541700,8196722,39,49
2022-03-22T14:00:00.000Z,0,1886558590,8196738,39,49
2022-03-22T16:00:00.000Z,0,1886559740,8195284,39,49
2022-03-22T18:00:00.000Z,0,1886566020,8193981,39,49
2022-03-22T20:00:00.000Z,0,1886574340,8194922,39,49
2022-03-22T22:00:00.000Z,0,1886571140,8195202,39,49
2022-03-23T00:00:00.000Z,0,1886581630,8194376,39,49
2022-03-23T02:00:00.000Z,0,1886580610,8195231,39,49
2022-03-23T04:00:00.000Z,0,1886582910,8195375,39,49
2022-03-23T06:00:00.000Z,0,1886591230,8196077,39,49
2022-03-23T08:00:00.000Z,0,1886591620,8194753,39,49
2022-03-23T10:00:00.000Z,0,1886588670,8195770,39,49
2022-03-23T12:00:00.000Z,0,1886588800,8196139,39,49
2022-03-23T14:00:00.000Z,0,1886585220,8196294,39,49
2022-03-23T16:00:00.000Z,0,1886812540,8196266,39,49
2022-03-23T18:00:00.000Z,0,1887054850,8196798,39,5
2022-03-23T20:00:00.000Z,0,1887053820,8196982,39,5
2022-03-23T22:00:00.000Z,0,1887056000,8195556,39,5
2022-03-24T00:00:00.000Z,0,1887079420,8195039,39,5
2022-03-24T02:00:00.000Z,0,1887076860,8195998,39,5
2022-03-24T04:00:00.000Z,0,1887202820,8196952,39,5
2022-03-24T06:00:00.000Z,0,1887223680,8197339,39,5
2022-03-24T08:00:00.000Z,0,1887223040,8196583,39,5
2022-03-24T10:00:00.000Z,0,1887219580,8196951,39,5
2022-03-24T12:00:00.000Z,0,1887214340,8198059,39,5
2022-03-24T14:00:00.000Z,0,1887219970,8199128,39,5
2022-03-24T16:00:00.000Z,0,1887226370,8198570,39,5
2022-03-24T18:00:00.000Z,0,1887303940,8197079,39,5
2022-03-24T20:00:00.000Z,0,1887325950,8197074,39,5
2022-03-24T22:00:00.000Z,0,1887323780,8196668,39,5
2022-03-25T00:00:00.000Z,0,1887329920,8195604,39,5
2022-03-25T02:00:00.000Z,0,1887328000,8197277,39,5
2022-03-25T04:00:00.000Z,0,1887353470,8197671,39,5
2022-03-25T06:00:00.000Z,0,1887360510,8198467,39,5
2022-03-25T08:00:00.000Z,0,1887361020,8197746,39,5
2022-03-25T10:00:00.000Z,0,1887366270,8197357,39,5
2022-03-25T12:00:00.000Z,0,1887372030,8198024,39,5
2022-03-25T14:00:00.000Z,0,1887374340,8199066,39,5
2022-03-25T16:00:00.000Z,0,1887369090,8197951,39,5
2022-03-25T18:00:00.000Z,0,1887434750,8196339,39,5
2022-03-25T20:00:00.000Z,0,1887536260,8196726,39,51
2022-03-25T22:00:00.000Z,0,1887537020,8197139,39,51
2022-03-26T00:00:00.000Z,0,1887549310,8196148,39,51
2022-03-26T02:00:00.000Z,0,1887578240,8198664,39,51
2022-03-26T04:00:00.000Z,0,1887578880,8198876,39,51
2022-03-26T06:00:00.000Z,0,1887574660,8198260,39,51
2022-03-26T08:00:00.000Z,0,1887569410,8198316,39,51
2022-03-26T10:00:00.000Z,0,1887565310,8198782,39,51
2022-03-26T12:00:00.000Z,0,1887563650,8199307,39,51
2022-03-26T14:00:00.000Z,0,1887559550,8199415,39,51
2022-03-26T16:00:00.000Z,0,1887556740,8199240,39,51
2022-03-26T18:00:00.000Z,0,1887563780,8197891,39,51
2022-03-26T20:00:00.000Z,0,1887562750,8198179,39,51
2022-03-26T22:00:00.000Z,0,1887578110,8198074,39,51
2022-03-27T00:00:00.000Z,0,1887613700,8197618,39,51
2022-03-27T02:00:00.000Z,0,1887629180,8198790,39,51
2022-03-27T04:00:00.000Z,0,1887660540,8199405,39,51
2022-03-27T06:00:00.000Z,0,1887660930,8198747,39,51
2022-03-27T08:00:00.000Z,0,1887652610,8198122,39,51
2022-03-27T10:00:00.000Z,0,1887651200,8198322,39,51
2022-03-27T12:00:00.000Z,0,1887648900,8199063,39,51
2022-03-27T14:00:00.000Z,0,1887648900,8199478,39,51
2022-03-27T16:00:00.000Z,0,1887648380,8199558,39,51
2022-03-27T18:00:00.000Z,0,1887695100,8195238,39,51
2022-03-27T20:00:00.000Z,0,1887757180,8198497,39,51
2022-03-27T22:00:00.000Z,0,1887791100,8196333,39,51
2022-03-28T00:00:00.000Z,0,1887778050,8198714,39,51
2022-03-28T02:00:00.000Z,0,1887775490,8199049,39,51
2022-03-28T04:00:00.000Z,0,1887780990,8198073,39,51
2022-03-28T06:00:00.000Z,0,1887783550,8198460,39,51
2022-03-28T08:00:00.000Z,0,1887783550,8197832,39,51
2022-03-28T10:00:00.000Z,0,1887783680,8197996,39,51
2022-03-28T12:00:00.000Z,0,1887783680,8199718,39,51
2022-03-28T14:00:00.000Z,0,1887779070,8198729,39,51
2022-03-28T16:00:00.000Z,0,1887788800,8198613,39,51
2022-03-28T18:00:00.000Z,0,1887835520,8196108,39,51
2022-03-28T20:00:00.000Z,0,1887835900,8198639,39,51
2022-03-28T22:00:00.000Z,0,1887849860,8196304,39,51
2022-03-29T00:00:00.000Z,0,1887887230,8197447,39,51
2022-03-29T02:00:00.000Z,0,1887863170,8197874,39,51
2022-03-29T04:00:00.000Z,0,1887874300,8197996,39,51
2022-03-29T06:00:00.000Z,0,1887873920,8199617,39,51
2022-03-29T08:00:00.000Z,0,1887885700,8198970,39,51
2022-03-29T10:00:00.000Z,0,1887901950,8199590,39,51
2022-03-29T12:00:00.000Z,0,1887929860,8200003,39,51
2022-03-29T14:00:00.000Z,0,1887929600,8200836,39,51
2022-03-29T16:00:00.000Z,0,1887935620,8199319,39,51
2022-03-29T18:00:00.000Z,0,1888002560,8196686,39,52
2022-03-29T20:00:00.000Z,0,1888010750,8199616,39,52
2022-03-29T22:00:00.000Z,0,1888025980,8197580,39,52
2022-03-30T00:00:00.000Z,0,1888105340,8198154,39,52
2022-03-30T02:00:00.000Z,0,1888105600,8197959,39,52
2022-03-30T04:00:00.000Z,0,1888105730,8199538,39,52
2022-03-30T06:00:00.000Z,0,1888102020,8200245,39,52
2022-03-30T08:00:00.000Z,0,1888095100,8198133,39,52
2022-03-30T10:00:00.000Z,0,1888101500,8198761,39,52
2022-03-30T12:00:00.000Z,0,1888097020,8199447,39,52
2022-03-30T14:00:00.000Z,0,1888095490,8200149,39,52
2022-03-30T16:00:00.000Z,0,1888101630,8200006,39,52
2022-03-30T18:00:00.000Z,0,1888124540,8197941,39,52
2022-03-30T20:00:00.000Z,0,1888127620,8200672,39,52
2022-03-30T22:00:00.000Z,0,1888174980,8198361,39,52
2022-03-31T00:00:00.000Z,0,1888185470,8198541,39,52
2022-03-31T02:00:00.000Z,0,1888188670,8199983,39,52
2022-03-31T04:00:00.000Z,0,1888183940,8198144,39,52
2022-03-31T06:00:00.000Z,0,1888189440,8198652,39,52
2022-03-31T08:00:00.000Z,0,1888190980,8197650,39,52
2022-03-31T10:00:00.000Z,0,1888193540,8197369,39,52
2022-03-31T12:00:00.000Z,0,1888196990,8198921,39,52
2022-03-31T14:00:00.000Z,0,1888190720,8199647,39,52
2022-03-31T16:00:00.000Z,0,1888186370,8198770,39,52
2022-03-31T18:00:00.000Z,0,1888206210,8196710,39,52
2022-03-31T20:00:00.000Z,0,1888207360,8198545,39,52
2022-03-31T22:00:00.000Z,0,1888539390,8198621,39,53
2022-04-01T00:00:00.000Z,0,1888745090,8201099,39,53
2022-04-01T02:00:00.000Z,0,1888816640,8200442,39,53
2022-04-01T04:00:00.000Z,0,1888929410,8200982,39,54
2022-04-01T06:00:00.000Z,0,1889012860,8200979,39,54
2022-04-01T08:00:00.000Z,0,1889056900,8200573,39,54
2022-04-01T10:00:00.000Z,0,1889067520,8200145,39,54
2022-04-01T12:00:00.000Z,0,1889063680,8201342,39,54
2022-04-01T14:00:00.000Z,0,1889074180,8200767,39,54
2022-04-01T16:00:00.000Z,0,1889084290,8200842,39,54
2022-04-01T18:00:00.000Z,0,1889108740,8198893,39,54
2022-04-01T20:00:00.000Z,0,1889127300,8201378,39,54
2022-04-01T22:00:00.000Z,0,1889196930,8199613,39,54
2022-04-02T00:00:00.000Z,0,1889197180,8200917,39,54
2022-04-02T02:00:00.000Z,0,1889313150,8201853,39,54
2022-04-02T04:00:00.000Z,0,1889494400,8201574,39,55
2022-04-02T06:00:00.000Z,0,1889567870,8201476,39,55
2022-04-02T08:00:00.000Z,0,1889672580,8197279,39,55
2022-04-02T10:00:00.000Z,0,1887494660,8191931,39,51
2022-04-02T12:00:00.000Z,0,1877533180,8172128,39,3
2022-04-02T14:00:00.000Z,0,1878228220,8171899,39,31
2022-04-02T16:00:00.000Z,0,1878083580,8170887,39,31
2022-04-02T18:00:00.000Z,0,1878068990,8169337,39,31
2022-04-02T20:00:00.000Z,0,1878073600,8171565,39,31
2022-04-02T22:00:00.000Z,0,1878081920,8169868,39,31
2022-04-03T00:00:00.000Z,0,1878173180,8171607,39,31
2022-04-03T02:00:00.000Z,0,1878183810,8172396,39,31
2022-04-03T04:00:00.000Z,0,1878214780,8172614,39,31
2022-04-03T06:00:00.000Z,0,1878219650,8172221,39,31
2022-04-03T08:00:00.000Z,0,1878222590,8173207,39,31
2022-04-03T10:00:00.000Z,0,1878337540,8174450,39,31
2022-04-03T12:00:00.000Z,0,1878394500,8173823,39,32
2022-04-03T14:00:00.000Z,0,1878396930,8175131,39,32
2022-04-03T16:00:00.000Z,0,1878406780,8174356,39,32
2022-04-03T18:00:00.000Z,0,1878420610,8171834,39,32
2022-04-03T20:00:00.000Z,0,1878436100,8174344,39,32
2022-04-03T22:00:00.000Z,0,1878613630,8173348,39,32
2022-04-04T00:00:00.000Z,0,1878970110,8174465,39,33
2022-04-04T02:00:00.000Z,0,1879011330,8175774,39,33
2022-04-04T04:00:00.000Z,0,1879094020,8175857,39,33
2022-04-04T06:00:00.000Z,0,1879125120,8177683,39,33
2022-04-04T08:00:00.000Z,0,1879662340,8176664,39,34
2022-04-04T10:00:00.000Z,0,1880802820,8179368,39,37
2022-04-04T12:00:00.000Z,0,1881049220,8180471,39,37
2022-04-04T14:00:00.000Z,0,1881345920,8181448,39,38
2022-04-04T16:00:00.000Z,0,1881405570,8181092,39,38
2022-04-04T18:00:00.000Z,0,1881430270,8177132,39,38
2022-04-04T20:00:00.000Z,0,1881481600,8179777,39,38
2022-04-04T22:00:00.000Z,0,1884116100,8184834,39,44
2022-04-05T00:00:00.000Z,0,1884304130,8186505,39,44
2022-04-05T02:00:00.000Z,0,1884315010,8186485,39,44
2022-04-05T04:00:00.000Z,0,1884333180,8186779,39,44
2022-04-05T06:00:00.000Z,0,1884815870,8188546,39,45
2022-04-05T08:00:00.000Z,0,1885164930,8188575,39,46
2022-04-05T10:00:00.000Z,0,1885394430,8190172,39,46
2022-04-05T12:00:00.000Z,0,1885621630,8192757,39,47
2022-04-05T14:00:00.000Z,0,1885731330,8192800,39,47
2022-04-05T16:00:00.000Z,0,1885788930,8192661,39,47
2022-04-05T18:00:00.000Z,0,1885795580,8188459,39,47
2022-04-05T20:00:00.000Z,0,1885809410,8191430,39,47
2022-04-05T22:00:00.000Z,0,1887919620,8194179,39,51
2022-04-06T00:00:00.000Z,0,1888097660,8196060,39,52
2022-04-06T02:00:00.000Z,0,1888158080,8196400,39,52
2022-04-06T04:00:00.000Z,0,1888257660,8196570,39,52
2022-04-06T06:00:00.000Z,0,1888281730,8197476,39,52
2022-04-06T08:00:00.000Z,0,1888405250,8196633,39,52
2022-04-06T10:00:00.000Z,0,1889154180,8198341,39,54
2022-04-06T12:00:00.000Z,0,1889353220,8199680,39,54
2022-04-06T14:00:00.000Z,0,1889516420,8199552,39,55
2022-04-06T16:00:00.000Z,0,1889631870,8199313,39,55
2022-04-06T18:00:00.000Z,0,1889669760,8197287,39,55
2022-04-06T20:00:00.000Z,0,1889695740,8201385,39,55
2022-04-06T22:00:00.000Z,0,1890178940,8200203,39,56
2022-04-07T00:00:00.000Z,0,1890173440,8200219,39,56
2022-04-07T02:00:00.000Z,0,1890175870,8199370,39,56
2022-04-07T04:00:00.000Z,0,1890176510,8200633,39,56
2022-04-07T06:00:00.000Z,0,1890212610,8200444,39,56
2022-04-07T08:00:00.000Z,0,1890285570,8200986,39,56
2022-04-07T10:00:00.000Z,0,1890286720,8201114,39,56
2022-04-07T12:00:00.000Z,0,1890289410,8200841,39,56
2022-04-07T14:00:00.000Z,0,1890434300,8201597,39,57
2022-04-07T16:00:00.000Z,0,1890522500,8201323,39,57
2022-04-07T18:00:00.000Z,0,1890524160,8199006,39,57
2022-04-07T20:00:00.000Z,0,1890529920,8201724,39,57
2022-04-07T22:00:00.000Z,0,1890565250,8198781,39,57
2022-04-08T00:00:00.000Z,0,1890565630,8199331,39,57
2022-04-08T02:00:00.000Z,0,1890565380,8200196,39,57
2022-04-08T04:00:00.000Z,0,1890567810,8201707,39,57
2022-04-08T06:00:00.000Z,0,1890568320,8201602,39,57
2022-04-08T08:00:00.000Z,0,1890566660,8202590,39,57
2022-04-08T10:00:00.000Z,0,1890565890,8202751,39,57
2022-04-08T12:00:00.000Z,0,1890585090,8202475,39,57
2022-04-08T14:00:00.000Z,0,1890668030,8201836,39,57
2022-04-08T16:00:00.000Z,0,1890792830,8202298,39,57
2022-04-08T18:00:00.000Z,0,1890829570,8199276,39,58
2022-04-08T20:00:00.000Z,0,1890813440,8201636,39,57
2022-04-08T22:00:00.000Z,0,1890813060,8199698,39,57
2022-04-09T00:00:00.000Z,0,1890817920,8202490,39,57
2022-04-09T02:00:00.000Z,0,1890870020,8202728,39,58
2022-04-09T04:00:00.000Z,0,1890974460,8203430,39,58
2022-04-09T06:00:00.000Z,0,1890968190,8203867,39,58
2022-04-09T08:00:00.000Z,0,1890968190,8204397,39,58
2022-04-09T10:00:00.000Z,0,1890970240,8203709,39,58
2022-04-09T12:00:00.000Z,0,1890972930,8204191,39,58
2022-04-09T14:00:00.000Z,0,1891008900,8204381,39,58
2022-04-09T16:00:00.000Z,0,1891057410,8204353,39,58
2022-04-09T18:00:00.000Z,0,1891065470,8200618,39,58
2022-04-09T20:00:00.000Z,0,1891064320,8202668,39,58
2022-04-09T22:00:00.000Z,0,1891062910,8200489,39,58
2022-04-10T00:00:00.000Z,0,1891057660,8201949,39,58
2022-04-10T02:00:00.000Z,0,1891055360,8201836,39,58
2022-04-10T04:00:00.000Z,0,1891062780,8202293,39,58
2022-04-10T06:00:00.000Z,0,1891064060,8203565,39,58
2022-04-10T08:00:00.000Z,0,1891064450,8203319,39,58
2022-04-10T10:00:00.000Z,0,1891063680,8202102,39,58
2022-04-10T12:00:00.000Z,0,1891063040,8203790,39,58
2022-04-10T14:00:00.000Z,0,1891061120,8203327,39,58
2022-04-10T16:00:00.000Z,0,1891060220,8202598,39,58
2022-04-10T18:00:00.000Z,0,1891069180,8199440,39,58
2022-04-10T20:00:00.000Z,0,1891077630,8203003,39,58
2022-04-10T22:00:00.000Z,0,1891118460,8200226,39,58
2022-04-11T00:00:00.000Z,0,1891099140,8201924,39,58
2022-04-11T02:00:00.000Z,0,1891098620,8201102,39,58
2022-04-11T04:00:00.000Z,0,1891103360,8201674,39,58
2022-04-11T06:00:00.000Z,0,1891104510,8202940,39,58
2022-04-11T08:00:00.000Z,0,1891112830,8202226,39,58
2022-04-11T10:00:00.000Z,0,1891240830,8201376,39,58
2022-04-11T12:00:00.000Z,0,1894505220,8291383,39,66
2022-04-11T14:00:00.000Z,0,1896816510,8292905,39,7
2022-04-11T16:00:00.000Z,0,1896960770,8294965,39,7
2022-04-11T18:00:00.000Z,0,1897946110,8345317,39,73
2022-04-11T20:00:00.000Z,0,1898984190,8346779,39,75
2022-04-11T22:00:00.000Z,0,1899064830,8343406,39,75
2022-04-12T00:00:00.000Z,0,1899122940,8344676,39,75
2022-04-12T02:00:00.000Z,0,1899202300,8346289,39,75
2022-04-12T04:00:00.000Z,0,1902532350,8353131,39,82
2022-04-12T06:00:00.000Z,0,1914398720,8377465,40,7
2022-04-12T08:00:00.000Z,0,1914446850,8378495,40,7
2022-04-12T10:00:00.000Z,0,1914515580,8378147,40,7
2022-04-12T12:00:00.000Z,0,1914591870,8378875,40,7
2022-04-12T14:00:00.000Z,0,1914699520,8378617,40,8
2022-04-12T16:00:00.000Z,0,1914711940,8379220,40,8
2022-04-12T18:00:00.000Z,0,1914748160,8377203,40,8
2022-04-12T20:00:00.000Z,0,1914785150,8379373,40,8
2022-04-12T22:00:00.000Z,0,1914850690,8376791,40,8
2022-04-13T00:00:00.000Z,0,1914897410,8378691,40,8
2022-04-13T02:00:00.000Z,0,1914999420,8378877,40,8
2022-04-13T04:00:00.000Z,0,1915109250,8379953,40,8
2022-04-13T06:00:00.000Z,0,1915168000,8381647,40,9
2022-04-13T08:00:00.000Z,,,,,
2022-04-13T10:00:00.000Z,,,,,
