Time,Usage in MHz for V03,Usage for V03,
2021-04-14T00:00:00.000Z,16121,15,99
2021-04-15T00:00:00.000Z,15903,15,77
2021-04-16T00:00:00.000Z,16304,16,17
2021-04-17T00:00:00.000Z,9879,9,8
2021-04-18T00:00:00.000Z,10371,10,28
2021-04-19T00:00:00.000Z,16355,16,22
2021-04-20T00:00:00.000Z,16253,16,12
2021-04-21T00:00:00.000Z,15965,15,83
2021-04-22T00:00:00.000Z,16005,15,87
2021-04-23T00:00:00.000Z,16861,16,72
2021-04-24T00:00:00.000Z,9850,9,77
2021-04-25T00:00:00.000Z,10931,10,84
2021-04-26T00:00:00.000Z,16580,16,44
2021-04-27T00:00:00.000Z,21014,20,84
2021-04-28T00:00:00.000Z,21094,20,92
2021-04-29T00:00:00.000Z,22926,22,74
2021-04-30T00:00:00.000Z,22709,22,52
2021-05-01T00:00:00.000Z,13723,13,61
2021-05-02T00:00:00.000Z,12338,12,24
2021-05-03T00:00:00.000Z,11676,11,58
2021-05-04T00:00:00.000Z,20178,20,1
2021-05-05T00:00:00.000Z,20197,20,3
2021-05-06T00:00:00.000Z,19699,19,54
2021-05-07T00:00:00.000Z,18949,18,79
2021-05-08T00:00:00.000Z,10222,10,14
2021-05-09T00:00:00.000Z,10616,10,53
2021-05-10T00:00:00.000Z,18197,18,5
2021-05-11T00:00:00.000Z,18595,18,44
2021-05-12T00:00:00.000Z,17847,17,7
2021-05-13T00:00:00.000Z,17155,17,1
2021-05-14T00:00:00.000Z,16542,16,41
2021-05-15T00:00:00.000Z,10490,10,4
2021-05-16T00:00:00.000Z,10798,10,71
2021-05-17T00:00:00.000Z,17533,17,39
2021-05-18T00:00:00.000Z,17008,16,87
2021-05-19T00:00:00.000Z,16845,16,71
2021-05-20T00:00:00.000Z,17158,17,2
2021-05-21T00:00:00.000Z,16713,16,58
2021-05-22T00:00:00.000Z,10316,10,23
2021-05-23T00:00:00.000Z,10524,10,44
2021-05-24T00:00:00.000Z,16629,16,49
2021-05-25T00:00:00.000Z,17403,17,26
2021-05-26T00:00:00.000Z,16564,16,43
2021-05-27T00:00:00.000Z,17167,17,3
2021-05-28T00:00:00.000Z,17114,16,97
2021-05-29T00:00:00.000Z,9260,9,18
2021-05-30T00:00:00.000Z,10342,10,25
2021-05-31T00:00:00.000Z,19608,19,45
2021-06-01T00:00:00.000Z,23642,23,45
2021-06-02T00:00:00.000Z,21172,21,
2021-06-03T00:00:00.000Z,10151,10,7
2021-06-04T00:00:00.000Z,13528,13,42
2021-06-05T00:00:00.000Z,9713,9,63
2021-06-06T00:00:00.000Z,9936,9,85
2021-06-07T00:00:00.000Z,17766,17,62
2021-06-08T00:00:00.000Z,19541,19,38
2021-06-09T00:00:00.000Z,16655,16,52
2021-06-10T00:00:00.000Z,16819,16,68
2021-06-11T00:00:00.000Z,16007,15,87
2021-06-12T00:00:00.000Z,9200,9,12
2021-06-13T00:00:00.000Z,9717,9,63
2021-06-14T00:00:00.000Z,15513,15,38
2021-06-15T00:00:00.000Z,15877,15,75
2021-06-16T00:00:00.000Z,15803,15,67
2021-06-17T00:00:00.000Z,17271,17,13
2021-06-18T00:00:00.000Z,16753,16,62
2021-06-19T00:00:00.000Z,9452,9,37
2021-06-20T00:00:00.000Z,9037,8,96
2021-06-21T00:00:00.000Z,15261,15,13
2021-06-22T00:00:00.000Z,16144,16,1
2021-06-23T00:00:00.000Z,15268,15,14
2021-06-24T00:00:00.000Z,15665,15,54
2021-06-25T00:00:00.000Z,15842,15,71
2021-06-26T00:00:00.000Z,9191,9,11
2021-06-27T00:00:00.000Z,9159,9,8
2021-06-28T00:00:00.000Z,16568,16,43
2021-06-29T00:00:00.000Z,17911,17,76
2021-06-30T00:00:00.000Z,21595,21,42
2021-07-01T00:00:00.000Z,24441,24,24
2021-07-02T00:00:00.000Z,18343,18,19
2021-07-03T00:00:00.000Z,9613,9,53
2021-07-04T00:00:00.000Z,9951,9,87
2021-07-05T00:00:00.000Z,17289,17,15
2021-07-06T00:00:00.000Z,16967,16,83
2021-07-07T00:00:00.000Z,17569,17,42
2021-07-08T00:00:00.000Z,17452,17,31
2021-07-09T00:00:00.000Z,15970,15,84
2021-07-10T00:00:00.000Z,9660,9,58
2021-07-11T00:00:00.000Z,9598,9,52
2021-07-12T00:00:00.000Z,15153,15,3
2021-07-13T00:00:00.000Z,15737,15,61
2021-07-14T00:00:00.000Z,15393,15,27
2021-07-15T00:00:00.000Z,15200,15,7
2021-07-16T00:00:00.000Z,15540,15,41
2021-07-17T00:00:00.000Z,9798,9,72
2021-07-18T00:00:00.000Z,9473,9,39
2021-07-19T00:00:00.000Z,14761,14,64
2021-07-20T00:00:00.000Z,15304,15,18
2021-07-21T00:00:00.000Z,15500,15,37
2021-07-22T00:00:00.000Z,15349,15,22
2021-07-23T00:00:00.000Z,15031,14,91
2021-07-24T00:00:00.000Z,9414,9,33
2021-07-25T00:00:00.000Z,9999,9,91
2021-07-26T00:00:00.000Z,14233,14,12
2021-07-27T00:00:00.000Z,15827,15,7
2021-07-28T00:00:00.000Z,15463,15,34
2021-07-29T00:00:00.000Z,15869,15,74
2021-07-30T00:00:00.000Z,16442,16,31
2021-07-31T00:00:00.000Z,10280,10,19
2021-08-01T00:00:00.000Z,9983,9,9
2021-08-02T00:00:00.000Z,17632,17,49
2021-08-03T00:00:00.000Z,17634,17,49
2021-08-04T00:00:00.000Z,16956,16,82
2021-08-05T00:00:00.000Z,15360,15,23
2021-08-06T00:00:00.000Z,15042,14,92
2021-08-07T00:00:00.000Z,9340,9,26
2021-08-08T00:00:00.000Z,9326,9,25
2021-08-09T00:00:00.000Z,14486,14,37
2021-08-10T00:00:00.000Z,14833,14,71
2021-08-11T00:00:00.000Z,15370,15,24
2021-08-12T00:00:00.000Z,15240,15,11
2021-08-13T00:00:00.000Z,14487,14,37
2021-08-14T00:00:00.000Z,9227,9,15
2021-08-15T00:00:00.000Z,9193,9,12
2021-08-16T00:00:00.000Z,14081,13,96
2021-08-17T00:00:00.000Z,15844,15,71
2021-08-18T00:00:00.000Z,14809,14,69
2021-08-19T00:00:00.000Z,14756,14,63
2021-08-20T00:00:00.000Z,14673,14,55
2021-08-21T00:00:00.000Z,9416,9,34
2021-08-22T00:00:00.000Z,9515,9,43
2021-08-23T00:00:00.000Z,14365,14,25
2021-08-24T00:00:00.000Z,14696,14,57
2021-08-25T00:00:00.000Z,15148,15,2
2021-08-26T00:00:00.000Z,15641,15,51
2021-08-27T00:00:00.000Z,10586,10,5
2021-08-28T00:00:00.000Z,5186,5,14
2021-08-29T00:00:00.000Z,5072,5,3
2021-08-30T00:00:00.000Z,12329,12,23
2021-08-31T00:00:00.000Z,14064,13,95
2021-09-01T00:00:00.000Z,14856,14,73
2021-09-02T00:00:00.000Z,13146,13,4
2021-09-03T00:00:00.000Z,12043,11,94
2021-09-04T00:00:00.000Z,5089,5,4
2021-09-05T00:00:00.000Z,5186,5,14
2021-09-06T00:00:00.000Z,11884,11,78
2021-09-07T00:00:00.000Z,12420,12,32
2021-09-08T00:00:00.000Z,11341,11,25
2021-09-09T00:00:00.000Z,10995,10,9
2021-09-10T00:00:00.000Z,10946,10,85
2021-09-11T00:00:00.000Z,5041,5,
2021-09-12T00:00:00.000Z,5210,5,16
2021-09-13T00:00:00.000Z,10597,10,51
2021-09-14T00:00:00.000Z,11014,10,92
2021-09-15T00:00:00.000Z,10512,10,42
2021-09-16T00:00:00.000Z,10519,10,43
2021-09-17T00:00:00.000Z,10581,10,49
2021-09-18T00:00:00.000Z,5403,5,36
2021-09-19T00:00:00.000Z,5971,5,92
2021-09-20T00:00:00.000Z,10394,10,31
2021-09-21T00:00:00.000Z,10737,10,65
2021-09-22T00:00:00.000Z,10617,10,53
2021-09-23T00:00:00.000Z,10312,10,23
2021-09-24T00:00:00.000Z,10076,9,99
2021-09-25T00:00:00.000Z,5736,5,69
2021-09-26T00:00:00.000Z,4927,4,88
2021-09-27T00:00:00.000Z,11047,10,95
2021-09-28T00:00:00.000Z,11692,11,59
2021-09-29T00:00:00.000Z,12634,12,53
2021-09-30T00:00:00.000Z,13969,13,85
2021-10-01T00:00:00.000Z,15527,15,4
2021-10-02T00:00:00.000Z,6931,6,87
2021-10-03T00:00:00.000Z,5674,5,62
2021-10-04T00:00:00.000Z,13480,13,37
2021-10-05T00:00:00.000Z,12577,12,47
2021-10-06T00:00:00.000Z,12521,12,42
2021-10-07T00:00:00.000Z,11746,11,65
2021-10-08T00:00:00.000Z,12023,11,92
2021-10-09T00:00:00.000Z,6173,6,12
2021-10-10T00:00:00.000Z,4979,4,93
2021-10-11T00:00:00.000Z,11136,11,4
2021-10-12T00:00:00.000Z,11353,11,26
2021-10-13T00:00:00.000Z,11617,11,52
2021-10-14T00:00:00.000Z,11235,11,14
2021-10-15T00:00:00.000Z,11165,11,7
2021-10-16T00:00:00.000Z,6097,6,4
2021-10-17T00:00:00.000Z,5289,5,24
2021-10-18T00:00:00.000Z,11018,10,93
2021-10-19T00:00:00.000Z,11608,11,51
2021-10-20T00:00:00.000Z,11421,11,33
2021-10-21T00:00:00.000Z,11298,11,2
2021-10-22T00:00:00.000Z,10216,10,13
2021-10-23T00:00:00.000Z,5031,4,99
2021-10-24T00:00:00.000Z,4341,4,3
2021-10-25T00:00:00.000Z,9816,9,73
2021-10-26T00:00:00.000Z,10443,10,36
2021-10-27T00:00:00.000Z,11014,10,92
2021-10-28T00:00:00.000Z,11503,11,41
2021-10-29T00:00:00.000Z,12684,12,58
2021-10-30T00:00:00.000Z,5785,5,73
2021-10-31T00:00:00.000Z,4852,4,81
2021-11-01T00:00:00.000Z,5515,5,47
2021-11-02T00:00:00.000Z,10730,10,64
2021-11-03T00:00:00.000Z,10283,10,2
2021-11-04T00:00:00.000Z,10017,9,93
2021-11-05T00:00:00.000Z,9542,9,46
2021-11-06T00:00:00.000Z,5743,5,69
2021-11-07T00:00:00.000Z,4822,4,78
2021-11-08T00:00:00.000Z,8578,8,5
2021-11-09T00:00:00.000Z,8797,8,72
2021-11-10T00:00:00.000Z,10530,10,44
2021-11-11T00:00:00.000Z,5163,5,12
2021-11-12T00:00:00.000Z,7238,7,18
2021-11-13T00:00:00.000Z,5148,5,1
2021-11-14T00:00:00.000Z,4719,4,68
2021-11-15T00:00:00.000Z,8293,8,22
2021-11-16T00:00:00.000Z,8557,8,48
2021-11-17T00:00:00.000Z,8166,8,1
2021-11-18T00:00:00.000Z,8720,8,65
2021-11-19T00:00:00.000Z,8252,8,18
2021-11-20T00:00:00.000Z,5702,5,65
2021-11-21T00:00:00.000Z,6114,6,6
2021-11-22T00:00:00.000Z,8442,8,37
2021-11-23T00:00:00.000Z,9211,9,13
2021-11-24T00:00:00.000Z,8828,8,75
2021-11-25T00:00:00.000Z,9195,9,12
2021-11-26T00:00:00.000Z,8964,8,89
2021-11-27T00:00:00.000Z,5976,5,92
2021-11-28T00:00:00.000Z,5792,5,74
2021-11-29T00:00:00.000Z,10018,9,93
2021-11-30T00:00:00.000Z,11782,11,68
2021-12-01T00:00:00.000Z,13599,13,49
2021-12-02T00:00:00.000Z,11995,11,89
2021-12-03T00:00:00.000Z,10544,10,46
2021-12-04T00:00:00.000Z,6714,6,66
2021-12-05T00:00:00.000Z,6037,5,98
2021-12-06T00:00:00.000Z,10006,9,92
2021-12-07T00:00:00.000Z,10487,10,4
2021-12-08T00:00:00.000Z,10261,10,17
2021-12-09T00:00:00.000Z,10495,10,41
2021-12-10T00:00:00.000Z,10986,10,89
2021-12-11T00:00:00.000Z,6388,6,33
2021-12-12T00:00:00.000Z,5834,5,78
2021-12-13T00:00:00.000Z,15007,14,88
2021-12-14T00:00:00.000Z,17209,17,7
2021-12-15T00:00:00.000Z,15442,15,31
2021-12-16T00:00:00.000Z,12679,12,57
2021-12-17T00:00:00.000Z,12204,12,1
2021-12-18T00:00:00.000Z,7304,7,24
2021-12-19T00:00:00.000Z,7074,7,1
2021-12-20T00:00:00.000Z,12280,12,18
2021-12-21T00:00:00.000Z,12091,11,99
2021-12-22T00:00:00.000Z,11176,11,8
2021-12-23T00:00:00.000Z,11146,11,5
2021-12-24T00:00:00.000Z,8762,8,69
2021-12-25T00:00:00.000Z,5857,5,81
2021-12-26T00:00:00.000Z,6768,6,71
2021-12-27T00:00:00.000Z,10227,10,14
2021-12-28T00:00:00.000Z,12557,12,45
2021-12-29T00:00:00.000Z,13672,13,56
2021-12-30T00:00:00.000Z,14606,14,49
2021-12-31T00:00:00.000Z,17804,17,66
2022-01-01T00:00:00.000Z,7287,7,22
2022-01-02T00:00:00.000Z,8242,8,17
2022-01-03T00:00:00.000Z,20036,19,87
2022-01-04T00:00:00.000Z,23835,23,64
2022-01-05T00:00:00.000Z,16190,16,6
2022-01-06T00:00:00.000Z,7466,7,4
2022-01-07T00:00:00.000Z,11069,10,98
2022-01-08T00:00:00.000Z,6167,6,11
2022-01-09T00:00:00.000Z,5433,5,38
2022-01-10T00:00:00.000Z,12717,12,61
2022-01-11T00:00:00.000Z,12675,12,57
2022-01-12T00:00:00.000Z,12407,12,3
2022-01-13T00:00:00.000Z,11594,11,5
2022-01-14T00:00:00.000Z,11061,10,97
2022-01-15T00:00:00.000Z,6258,6,2
2022-01-16T00:00:00.000Z,4999,4,95
2022-01-17T00:00:00.000Z,11462,11,37
2022-01-18T00:00:00.000Z,12727,12,62
2022-01-19T00:00:00.000Z,14603,14,48
2022-01-20T00:00:00.000Z,14865,14,74
2022-01-21T00:00:00.000Z,15793,15,66
2022-01-22T00:00:00.000Z,6381,6,33
2022-01-23T00:00:00.000Z,4761,4,72
2022-01-24T00:00:00.000Z,10831,10,74
2022-01-25T00:00:00.000Z,10512,10,42
2022-01-26T00:00:00.000Z,10073,9,99
2022-01-27T00:00:00.000Z,10274,10,19
2022-01-28T00:00:00.000Z,10161,10,8
2022-01-29T00:00:00.000Z,5829,5,78
2022-01-30T00:00:00.000Z,4895,4,85
2022-01-31T00:00:00.000Z,11594,11,5
2022-02-01T00:00:00.000Z,16470,16,33
2022-02-02T00:00:00.000Z,14509,14,39
2022-02-03T00:00:00.000Z,13098,12,99
2022-02-04T00:00:00.000Z,13181,13,7
2022-02-05T00:00:00.000Z,6805,6,75
2022-02-06T00:00:00.000Z,5510,5,46
2022-02-07T00:00:00.000Z,12004,11,9
2022-02-08T00:00:00.000Z,12814,12,71
2022-02-09T00:00:00.000Z,12459,12,36
2022-02-10T00:00:00.000Z,12038,11,94
2022-02-11T00:00:00.000Z,12165,12,6
2022-02-12T00:00:00.000Z,6391,6,34
2022-02-13T00:00:00.000Z,5632,5,58
2022-02-14T00:00:00.000Z,12110,12,1
2022-02-15T00:00:00.000Z,12836,12,73
2022-02-16T00:00:00.000Z,13163,13,5
2022-02-17T00:00:00.000Z,14240,14,12
2022-02-18T00:00:00.000Z,14917,14,79
2022-02-19T00:00:00.000Z,7315,7,25
2022-02-20T00:00:00.000Z,5876,5,82
2022-02-21T00:00:00.000Z,14248,14,13
2022-02-22T00:00:00.000Z,13542,13,43
2022-02-23T00:00:00.000Z,12123,12,2
2022-02-24T00:00:00.000Z,10630,10,54
2022-02-25T00:00:00.000Z,10120,10,3
2022-02-26T00:00:00.000Z,7509,7,44
2022-02-27T00:00:00.000Z,6322,6,27
2022-02-28T00:00:00.000Z,12766,12,66
2022-03-01T00:00:00.000Z,15824,15,69
2022-03-02T00:00:00.000Z,13511,13,4
2022-03-03T00:00:00.000Z,13926,13,81
2022-03-04T00:00:00.000Z,12427,12,32
2022-03-05T00:00:00.000Z,7590,7,52
2022-03-06T00:00:00.000Z,6013,5,96
2022-03-07T00:00:00.000Z,11059,10,97
2022-03-08T00:00:00.000Z,10904,10,81
2022-03-09T00:00:00.000Z,10388,10,3
2022-03-10T00:00:00.000Z,10104,10,2
2022-03-11T00:00:00.000Z,10388,10,3
2022-03-12T00:00:00.000Z,6991,6,93
2022-03-13T00:00:00.000Z,5671,5,62
2022-03-14T00:00:00.000Z,9687,9,61
2022-03-15T00:00:00.000Z,10121,10,4
2022-03-16T00:00:00.000Z,10108,10,2
2022-03-17T00:00:00.000Z,9823,9,74
2022-03-18T00:00:00.000Z,10115,10,3
2022-03-19T00:00:00.000Z,6374,6,32
2022-03-20T00:00:00.000Z,5686,5,64
2022-03-21T00:00:00.000Z,9710,9,63
2022-03-22T00:00:00.000Z,9954,9,87
2022-03-23T00:00:00.000Z,10097,10,1
2022-03-24T00:00:00.000Z,9473,9,39
2022-03-25T00:00:00.000Z,9803,9,72
2022-03-26T00:00:00.000Z,6371,6,32
2022-03-27T00:00:00.000Z,8969,8,89
2022-03-28T00:00:00.000Z,16001,15,87
2022-03-29T00:00:00.000Z,16485,16,35
2022-03-30T00:00:00.000Z,17346,17,2
2022-03-31T00:00:00.000Z,19999,19,84
2022-04-01T00:00:00.000Z,16413,16,28
2022-04-02T00:00:00.000Z,7955,7,89
2022-04-03T00:00:00.000Z,6944,6,88
2022-04-04T00:00:00.000Z,18767,18,61
2022-04-05T00:00:00.000Z,15498,15,37
2022-04-06T00:00:00.000Z,14468,14,35
2022-04-07T00:00:00.000Z,16045,15,91
2022-04-08T00:00:00.000Z,15191,15,7
2022-04-09T00:00:00.000Z,6832,6,77
2022-04-10T00:00:00.000Z,5639,5,59
2022-04-11T00:00:00.000Z,13395,13,28
2022-04-12T00:00:00.000Z,12916,12,81
2022-04-13T00:00:00.000Z,,,
