Time,Read rate for V03_n1,Usage for V03_n1,Write rate for V03_n1
2021-04-14T00:00:00.000Z,3721,7526,3804
2021-04-15T00:00:00.000Z,2786,5191,2405
2021-04-16T00:00:00.000Z,3795,7620,3825
2021-04-17T00:00:00.000Z,4844,8486,3641
2021-04-18T00:00:00.000Z,91770,143052,51281
2021-04-19T00:00:00.000Z,4809,7540,2732
2021-04-20T00:00:00.000Z,3243,6076,2832
2021-04-21T00:00:00.000Z,3904,8554,4649
2021-04-22T00:00:00.000Z,2480,4246,1766
2021-04-23T00:00:00.000Z,3699,5939,2239
2021-04-24T00:00:00.000Z,6184,11137,4952
2021-04-25T00:00:00.000Z,53826,104277,50450
2021-04-26T00:00:00.000Z,4458,6635,2176
2021-04-27T00:00:00.000Z,22790,26232,3442
2021-04-28T00:00:00.000Z,3576,6974,3397
2021-04-29T00:00:00.000Z,33492,49254,15761
2021-04-30T00:00:00.000Z,24029,28794,4764
2021-05-01T00:00:00.000Z,31808,40920,9111
2021-05-02T00:00:00.000Z,46975,73812,26835
2021-05-03T00:00:00.000Z,38369,65804,27434
2021-05-04T00:00:00.000Z,4796,7905,3108
2021-05-05T00:00:00.000Z,26687,33140,6453
2021-05-06T00:00:00.000Z,27468,33560,6091
2021-05-07T00:00:00.000Z,29707,35755,6048
2021-05-08T00:00:00.000Z,6733,11142,4408
2021-05-09T00:00:00.000Z,97854,161970,64115
2021-05-10T00:00:00.000Z,29103,32489,3386
2021-05-11T00:00:00.000Z,29891,33264,3373
2021-05-12T00:00:00.000Z,29277,32130,2852
2021-05-13T00:00:00.000Z,3279,5836,2556
2021-05-14T00:00:00.000Z,3482,6647,3164
2021-05-15T00:00:00.000Z,29160,34958,5797
2021-05-16T00:00:00.000Z,44141,63531,19389
2021-05-17T00:00:00.000Z,26408,29413,3004
2021-05-18T00:00:00.000Z,4432,9094,4662
2021-05-19T00:00:00.000Z,5298,8352,3053
2021-05-20T00:00:00.000Z,25143,28243,3100
2021-05-21T00:00:00.000Z,26087,28721,2633
2021-05-22T00:00:00.000Z,28072,33011,4938
2021-05-23T00:00:00.000Z,51597,89602,38004
2021-05-24T00:00:00.000Z,3354,5840,2486
2021-05-25T00:00:00.000Z,26712,30882,4169
2021-05-26T00:00:00.000Z,21155,23902,2745
2021-05-27T00:00:00.000Z,26283,28693,2410
2021-05-28T00:00:00.000Z,20145,25363,5217
2021-05-29T00:00:00.000Z,10638,28818,18179
2021-05-30T00:00:00.000Z,49008,71655,22647
2021-05-31T00:00:00.000Z,17181,22741,5559
2021-06-01T00:00:00.000Z,24798,31281,6482
2021-06-02T00:00:00.000Z,25007,29206,4198
2021-06-03T00:00:00.000Z,22868,24200,1332
2021-06-04T00:00:00.000Z,2809,5231,2421
2021-06-05T00:00:00.000Z,29157,35134,5977
2021-06-06T00:00:00.000Z,73595,114158,40562
2021-06-07T00:00:00.000Z,24776,27390,2613
2021-06-08T00:00:00.000Z,21859,26044,4184
2021-06-09T00:00:00.000Z,15142,106756,91614
2021-06-10T00:00:00.000Z,18398,21239,2840
2021-06-11T00:00:00.000Z,19845,22027,2182
2021-06-12T00:00:00.000Z,6051,9772,3720
2021-06-13T00:00:00.000Z,18110,19289,1179
2021-06-14T00:00:00.000Z,22246,24787,2540
2021-06-15T00:00:00.000Z,20274,22810,2535
2021-06-16T00:00:00.000Z,2217,4262,2044
2021-06-17T00:00:00.000Z,21274,25098,3823
2021-06-18T00:00:00.000Z,23773,26348,2574
2021-06-19T00:00:00.000Z,18450,20039,1588
2021-06-20T00:00:00.000Z,6433,7618,1185
2021-06-21T00:00:00.000Z,8348,17002,8654
2021-06-22T00:00:00.000Z,16681,19118,2437
2021-06-23T00:00:00.000Z,23510,47638,24128
2021-06-24T00:00:00.000Z,10813,14264,3450
2021-06-25T00:00:00.000Z,17471,20985,3514
2021-06-26T00:00:00.000Z,7481,12891,5409
2021-06-27T00:00:00.000Z,71247,125500,54252
2021-06-28T00:00:00.000Z,4617,8078,3460
2021-06-29T00:00:00.000Z,6970,13775,6805
2021-06-30T00:00:00.000Z,4716,10141,5425
2021-07-01T00:00:00.000Z,5914,10366,4451
2021-07-02T00:00:00.000Z,3748,7348,3599
2021-07-03T00:00:00.000Z,7387,14335,6948
2021-07-04T00:00:00.000Z,22953,44186,21233
2021-07-05T00:00:00.000Z,3870,6913,3043
2021-07-06T00:00:00.000Z,4771,9975,5204
2021-07-07T00:00:00.000Z,6660,10787,4126
2021-07-08T00:00:00.000Z,5560,8345,2784
2021-07-09T00:00:00.000Z,3169,6429,3259
2021-07-10T00:00:00.000Z,9809,16535,6725
2021-07-11T00:00:00.000Z,18264,31497,13232
2021-07-12T00:00:00.000Z,6203,8926,2722
2021-07-13T00:00:00.000Z,5607,7666,2059
2021-07-14T00:00:00.000Z,3162,5874,2712
2021-07-15T00:00:00.000Z,3737,7124,3387
2021-07-16T00:00:00.000Z,17315,21367,4051
2021-07-17T00:00:00.000Z,19421,23149,3727
2021-07-18T00:00:00.000Z,23012,38292,15279
2021-07-19T00:00:00.000Z,2957,5578,2621
2021-07-20T00:00:00.000Z,3704,5726,2022
2021-07-21T00:00:00.000Z,5652,9900,4248
2021-07-22T00:00:00.000Z,3750,5797,2046
2021-07-23T00:00:00.000Z,4908,6842,1933
2021-07-24T00:00:00.000Z,10188,17437,7249
2021-07-25T00:00:00.000Z,49306,84377,35070
2021-07-26T00:00:00.000Z,4877,7103,2226
2021-07-27T00:00:00.000Z,5637,8706,3068
2021-07-28T00:00:00.000Z,4813,7101,2288
2021-07-29T00:00:00.000Z,3142,6316,3173
2021-07-30T00:00:00.000Z,5901,9586,3685
2021-07-31T00:00:00.000Z,7367,11315,3948
2021-08-01T00:00:00.000Z,28942,51832,22889
2021-08-02T00:00:00.000Z,5848,9126,3277
2021-08-03T00:00:00.000Z,6559,11456,4896
2021-08-04T00:00:00.000Z,4382,7770,3388
2021-08-05T00:00:00.000Z,4046,6940,2894
2021-08-06T00:00:00.000Z,4964,7603,2638
2021-08-07T00:00:00.000Z,7096,12965,5868
2021-08-08T00:00:00.000Z,18796,35883,17087
2021-08-09T00:00:00.000Z,5495,8022,2527
2021-08-10T00:00:00.000Z,5138,7401,2263
2021-08-11T00:00:00.000Z,3761,20648,16886
2021-08-12T00:00:00.000Z,4608,7867,3258
2021-08-13T00:00:00.000Z,4559,7915,3355
2021-08-14T00:00:00.000Z,5280,9767,4486
2021-08-15T00:00:00.000Z,13616,23440,9824
2021-08-16T00:00:00.000Z,3273,5420,2146
2021-08-17T00:00:00.000Z,2836,4544,1707
2021-08-18T00:00:00.000Z,4300,7484,3184
2021-08-19T00:00:00.000Z,3897,6944,3046
2021-08-20T00:00:00.000Z,3689,5676,1986
2021-08-21T00:00:00.000Z,5345,10037,4691
2021-08-22T00:00:00.000Z,23665,40910,17245
2021-08-23T00:00:00.000Z,3869,6366,2497
2021-08-24T00:00:00.000Z,3127,5060,1933
2021-08-25T00:00:00.000Z,2575,4808,2233
2021-08-26T00:00:00.000Z,3520,7273,3752
2021-08-27T00:00:00.000Z,4026,7797,3770
2021-08-28T00:00:00.000Z,5786,9566,3779
2021-08-29T00:00:00.000Z,20131,37189,17057
2021-08-30T00:00:00.000Z,3585,6865,3279
2021-08-31T00:00:00.000Z,3422,6389,2966
2021-09-01T00:00:00.000Z,4943,9140,4196
2021-09-02T00:00:00.000Z,5412,12006,6594
2021-09-03T00:00:00.000Z,4180,8712,4532
2021-09-04T00:00:00.000Z,6601,11016,4415
2021-09-05T00:00:00.000Z,90820,140162,49341
2021-09-06T00:00:00.000Z,11132,14431,3299
2021-09-07T00:00:00.000Z,17938,20349,2410
2021-09-08T00:00:00.000Z,8478,12536,4057
2021-09-09T00:00:00.000Z,8397,11476,3079
2021-09-10T00:00:00.000Z,8278,11945,3666
2021-09-11T00:00:00.000Z,11998,16900,4902
2021-09-12T00:00:00.000Z,23307,39629,16321
2021-09-13T00:00:00.000Z,9473,12435,2962
2021-09-14T00:00:00.000Z,9247,12491,3244
2021-09-15T00:00:00.000Z,9213,14375,5161
2021-09-16T00:00:00.000Z,9164,11932,2767
2021-09-17T00:00:00.000Z,8730,11615,2885
2021-09-18T00:00:00.000Z,27231,44508,17277
2021-09-19T00:00:00.000Z,16415,26391,9975
2021-09-20T00:00:00.000Z,7893,10773,2879
2021-09-21T00:00:00.000Z,6942,9326,2384
2021-09-22T00:00:00.000Z,6764,9538,2774
2021-09-23T00:00:00.000Z,2518,4645,2125
2021-09-24T00:00:00.000Z,3282,7168,3885
2021-09-25T00:00:00.000Z,23238,45935,22696
2021-09-26T00:00:00.000Z,11112,22081,10969
2021-09-27T00:00:00.000Z,2864,5690,2825
2021-09-28T00:00:00.000Z,3573,7307,3733
2021-09-29T00:00:00.000Z,3792,7027,3235
2021-09-30T00:00:00.000Z,4180,8398,4217
2021-10-01T00:00:00.000Z,4455,9512,5057
2021-10-02T00:00:00.000Z,49209,96453,47243
2021-10-03T00:00:00.000Z,11523,22960,11436
2021-10-04T00:00:00.000Z,3514,6425,2911
2021-10-05T00:00:00.000Z,7471,10466,2994
2021-10-06T00:00:00.000Z,4179,7908,3728
2021-10-07T00:00:00.000Z,3728,7329,3601
2021-10-08T00:00:00.000Z,4837,9682,4845
2021-10-09T00:00:00.000Z,85536,138882,53346
2021-10-10T00:00:00.000Z,3625,6255,2630
2021-10-11T00:00:00.000Z,4306,6946,2640
2021-10-12T00:00:00.000Z,4479,8230,3751
2021-10-13T00:00:00.000Z,2884,6074,3190
2021-10-14T00:00:00.000Z,3676,7472,3795
2021-10-15T00:00:00.000Z,3197,6356,3160
2021-10-16T00:00:00.000Z,80398,131596,51198
2021-10-17T00:00:00.000Z,10723,16304,5580
2021-10-18T00:00:00.000Z,4000,6555,2554
2021-10-19T00:00:00.000Z,3846,7703,3856
2021-10-20T00:00:00.000Z,2588,4830,2240
2021-10-21T00:00:00.000Z,2705,4989,2283
2021-10-22T00:00:00.000Z,5200,10250,5049
2021-10-23T00:00:00.000Z,92517,145456,52939
2021-10-24T00:00:00.000Z,25439,37197,11757
2021-10-25T00:00:00.000Z,4018,6989,2971
2021-10-26T00:00:00.000Z,3886,8078,4191
2021-10-27T00:00:00.000Z,2516,4424,1908
2021-10-28T00:00:00.000Z,3266,5872,2605
2021-10-29T00:00:00.000Z,3422,7192,3770
2021-10-30T00:00:00.000Z,106764,165510,58746
2021-10-31T00:00:00.000Z,3047,4806,1757
2021-11-01T00:00:00.000Z,3359,6280,2920
2021-11-02T00:00:00.000Z,3108,5428,2320
2021-11-03T00:00:00.000Z,4037,8931,4893
2021-11-04T00:00:00.000Z,2668,39045,36377
2021-11-05T00:00:00.000Z,2629,4308,1679
2021-11-06T00:00:00.000Z,89678,143754,54075
2021-11-07T00:00:00.000Z,8420,14256,5836
2021-11-08T00:00:00.000Z,3448,5919,2470
2021-11-09T00:00:00.000Z,3083,6230,3146
2021-11-10T00:00:00.000Z,3052,6112,3060
2021-11-11T00:00:00.000Z,1965,4104,2139
2021-11-12T00:00:00.000Z,2074,3623,1549
2021-11-13T00:00:00.000Z,83483,134517,51033
2021-11-14T00:00:00.000Z,9915,15869,5954
2021-11-15T00:00:00.000Z,3986,6468,2481
2021-11-16T00:00:00.000Z,2758,5260,2502
2021-11-17T00:00:00.000Z,2042,3496,1453
2021-11-18T00:00:00.000Z,2079,3255,1175
2021-11-19T00:00:00.000Z,1861,3458,1596
2021-11-20T00:00:00.000Z,78469,137904,59434
2021-11-21T00:00:00.000Z,3747,33934,30186
2021-11-22T00:00:00.000Z,2536,4056,1520
2021-11-23T00:00:00.000Z,2504,4565,2059
2021-11-24T00:00:00.000Z,3305,6226,2921
2021-11-25T00:00:00.000Z,3510,6688,3178
2021-11-26T00:00:00.000Z,3072,10614,7542
2021-11-27T00:00:00.000Z,92616,146341,53724
2021-11-28T00:00:00.000Z,29486,47235,17748
2021-11-29T00:00:00.000Z,4089,7708,3619
2021-11-30T00:00:00.000Z,4286,9380,5093
2021-12-01T00:00:00.000Z,7668,14533,6864
2021-12-02T00:00:00.000Z,3309,6062,2752
2021-12-03T00:00:00.000Z,3092,6276,3183
2021-12-04T00:00:00.000Z,67654,118496,50842
2021-12-05T00:00:00.000Z,7095,13114,6018
2021-12-06T00:00:00.000Z,2775,4418,1642
2021-12-07T00:00:00.000Z,2720,5116,2394
2021-12-08T00:00:00.000Z,3436,7140,3704
2021-12-09T00:00:00.000Z,2935,5453,2517
2021-12-10T00:00:00.000Z,3643,26474,22830
2021-12-11T00:00:00.000Z,2233,4227,1992
2021-12-12T00:00:00.000Z,1732,2737,1005
2021-12-13T00:00:00.000Z,2759,4403,1643
2021-12-14T00:00:00.000Z,7863,10907,3043
2021-12-15T00:00:00.000Z,2619,5068,2449
2021-12-16T00:00:00.000Z,16576,19590,3014
2021-12-17T00:00:00.000Z,10756,14389,3632
2021-12-18T00:00:00.000Z,72019,126179,54159
2021-12-19T00:00:00.000Z,9838,12691,2853
2021-12-20T00:00:00.000Z,10680,12671,1990
2021-12-21T00:00:00.000Z,7534,9277,1743
2021-12-22T00:00:00.000Z,2116,3622,1505
2021-12-23T00:00:00.000Z,2439,4076,1636
2021-12-24T00:00:00.000Z,2755,5378,2623
2021-12-25T00:00:00.000Z,80160,129823,49662
2021-12-26T00:00:00.000Z,3119,5379,2260
2021-12-27T00:00:00.000Z,3458,5378,1920
2021-12-28T00:00:00.000Z,3956,9807,5850
2021-12-29T00:00:00.000Z,4280,8064,3783
2021-12-30T00:00:00.000Z,3113,5627,2514
2021-12-31T00:00:00.000Z,6584,14866,8282
2022-01-01T00:00:00.000Z,61165,109536,48371
2022-01-02T00:00:00.000Z,16084,29803,13719
2022-01-03T00:00:00.000Z,6049,10389,4339
2022-01-04T00:00:00.000Z,8981,13261,4279
2022-01-05T00:00:00.000Z,6595,12698,6103
2022-01-06T00:00:00.000Z,4177,19669,15491
2022-01-07T00:00:00.000Z,4356,8646,4289
2022-01-08T00:00:00.000Z,64408,119158,54748
2022-01-09T00:00:00.000Z,14431,25361,10929
2022-01-10T00:00:00.000Z,4288,7571,3284
2022-01-11T00:00:00.000Z,4787,11064,6277
2022-01-12T00:00:00.000Z,7700,16066,8365
2022-01-13T00:00:00.000Z,3452,6419,2966
2022-01-14T00:00:00.000Z,2957,5936,2978
2022-01-15T00:00:00.000Z,63023,115503,52480
2022-01-16T00:00:00.000Z,37144,67679,30535
2022-01-17T00:00:00.000Z,14876,25757,10881
2022-01-18T00:00:00.000Z,10253,16148,5894
2022-01-19T00:00:00.000Z,74021,158643,84623
2022-01-20T00:00:00.000Z,3498,6622,3123
2022-01-21T00:00:00.000Z,5207,10998,5791
2022-01-22T00:00:00.000Z,84511,136658,52147
2022-01-23T00:00:00.000Z,9398,17371,7972
2022-01-24T00:00:00.000Z,4069,7654,3584
2022-01-25T00:00:00.000Z,7737,10906,3168
2022-01-26T00:00:00.000Z,2952,5484,2531
2022-01-27T00:00:00.000Z,2937,5466,2529
2022-01-28T00:00:00.000Z,3088,5496,2407
2022-01-29T00:00:00.000Z,101807,158160,56353
2022-01-30T00:00:00.000Z,7098,11161,4062
2022-01-31T00:00:00.000Z,6992,12708,5715
2022-02-01T00:00:00.000Z,58645,78261,19616
2022-02-02T00:00:00.000Z,3918,7160,3241
2022-02-03T00:00:00.000Z,4083,7534,3450
2022-02-04T00:00:00.000Z,3524,6465,2940
2022-02-05T00:00:00.000Z,77335,136643,59308
2022-02-06T00:00:00.000Z,7096,13697,6601
2022-02-07T00:00:00.000Z,4159,7957,3798
2022-02-08T00:00:00.000Z,10511,27675,17164
2022-02-09T00:00:00.000Z,4387,8112,3724
2022-02-10T00:00:00.000Z,4748,8588,3840
2022-02-11T00:00:00.000Z,3641,7210,3568
2022-02-12T00:00:00.000Z,89534,149595,60061
2022-02-13T00:00:00.000Z,12100,19939,7839
2022-02-14T00:00:00.000Z,3754,7083,3328
2022-02-15T00:00:00.000Z,3797,7927,4129
2022-02-16T00:00:00.000Z,4997,10246,5249
2022-02-17T00:00:00.000Z,3766,13291,9525
2022-02-18T00:00:00.000Z,3919,7618,3698
2022-02-19T00:00:00.000Z,94472,155667,61194
2022-02-20T00:00:00.000Z,13379,23343,9964
2022-02-21T00:00:00.000Z,6103,11573,5468
2022-02-22T00:00:00.000Z,4664,9356,4691
2022-02-23T00:00:00.000Z,4889,8408,3519
2022-02-24T00:00:00.000Z,4814,9851,5036
2022-02-25T00:00:00.000Z,3807,6730,2922
2022-02-26T00:00:00.000Z,94297,155365,61068
2022-02-27T00:00:00.000Z,11317,16287,4969
2022-02-28T00:00:00.000Z,4880,9662,4781
2022-03-01T00:00:00.000Z,6810,14632,7822
2022-03-02T00:00:00.000Z,4784,10225,5441
2022-03-03T00:00:00.000Z,6290,24425,18134
2022-03-04T00:00:00.000Z,3937,7862,3923
2022-03-05T00:00:00.000Z,80746,141926,61179
2022-03-06T00:00:00.000Z,10119,17439,7319
2022-03-07T00:00:00.000Z,3545,6428,2883
2022-03-08T00:00:00.000Z,5486,11196,5710
2022-03-09T00:00:00.000Z,5078,10987,5909
2022-03-10T00:00:00.000Z,5361,10243,4881
2022-03-11T00:00:00.000Z,8905,22332,13426
2022-03-12T00:00:00.000Z,92475,154992,62516
2022-03-13T00:00:00.000Z,6857,12576,5718
2022-03-14T00:00:00.000Z,3726,7229,3503
2022-03-15T00:00:00.000Z,4761,10406,5644
2022-03-16T00:00:00.000Z,3330,6714,3385
2022-03-17T00:00:00.000Z,3633,7035,3401
2022-03-18T00:00:00.000Z,15046,28667,13620
2022-03-19T00:00:00.000Z,111946,174180,62233
2022-03-20T00:00:00.000Z,24305,41936,17631
2022-03-21T00:00:00.000Z,3376,6551,3174
2022-03-22T00:00:00.000Z,6794,14199,7405
2022-03-23T00:00:00.000Z,4069,9005,4936
2022-03-24T00:00:00.000Z,4661,8930,4268
2022-03-25T00:00:00.000Z,5567,12628,7060
2022-03-26T00:00:00.000Z,105365,173115,67749
2022-03-27T00:00:00.000Z,14549,31697,17147
2022-03-28T00:00:00.000Z,12258,27310,15051
2022-03-29T00:00:00.000Z,23719,49848,26128
2022-03-30T00:00:00.000Z,12981,30647,17665
2022-03-31T00:00:00.000Z,10847,24168,13320
2022-04-01T00:00:00.000Z,101261,117453,16191
2022-04-02T00:00:00.000Z,103058,175817,72759
2022-04-03T00:00:00.000Z,8434,16024,7589
2022-04-04T00:00:00.000Z,9300,19370,10069
2022-04-05T00:00:00.000Z,7376,15319,7942
2022-04-06T00:00:00.000Z,7326,15164,7837
2022-04-07T00:00:00.000Z,5204,10750,5545
2022-04-08T00:00:00.000Z,5544,12396,6852
2022-04-09T00:00:00.000Z,93924,153877,59952
2022-04-10T00:00:00.000Z,6890,14967,8076
2022-04-11T00:00:00.000Z,4641,8289,3647
2022-04-12T00:00:00.000Z,3682,7590,3908
2022-04-13T00:00:00.000Z,,,
